AWC,CTC,CVC,SUBJECT,Time
9.54545454545455,0,1.36363636363636,282,9.15
6.6,0,1.6,282,9.2
2.4,0,1,282,9.25
21.4,0,0,282,9.3
5,0,0.4,282,9.35
2,0,0.6,282,9.4
18.8,0.4,0.6,282,9.45
25.6,1.2,2.2,282,9.5
19,0.6,1.2,282,9.55
16.8,0.6,1.6,282,10
17.8,0.6,1.4,282,10.05
20.8,0.6,0.8,282,10.15
30.2,1.6,4.6,282,10.2
8.8,0.4,0.8,282,10.25
9.8,0,0,282,10.3
15.8,0.2,0.2,282,10.35
8,0.4,1.6,282,10.4
25.2777777777778,0.277777777777778,4.72222222222222,282,10.5
0.6,0,1.8,282,12.2
10,0.2,0.6,282,13.4
8.8,0,0,282,13.55
8.4,0.2,0.2,282,14.1
8.2,1,3.4,282,14.15
8.6,0.6,1.8,282,14.2
3.8,0,0.8,282,14.3
1.4,0,0.6,282,14.35
0,0,0.8,282,14.4
1.4,0,0.4,282,14.5
5,0,0.2,282,14.55
4,0.2,0.4,282,15.05
6.8,0.4,0.8,282,15.1
1.6,0,0.8,282,15.4
4,0.2,0.6,282,15.45
19.8,1,6.6,282,16.1
4.4,0.2,1.4,282,16.2
15.2,0.4,0.8,282,16.5
11.8,0.8,4,282,16.55
2.4,0,0.6,282,17
28.6,0.2,1,282,17.2
19,0.2,0.2,282,17.25
3.6,0,1.2,282,18.35
0.4,0.2,1,282,18.55
0,0,0.8,282,19
7,0.4,1.4,282,19.05
2.8,0,0,282,19.25
1.8,0,0,282,19.4
8,0.6,2.8,282,19.5
1,0.2,2.2,282,20
16.6,0.6,3,282,20.15
24,0.4,1.2,282,20.2
1.8,0.4,1.2,282,20.25
1,0.4,1.4,282,20.3
26.8,0.4,0.6,282,20.4
30.1016949152542,0.813559322033898,1.83050847457627,282,20.55
