AWC,CTC,CVC,SUBJECT,Time
55.5737704918033,1.72131147540984,2.70491803278689,283,9
30,1.2,2.8,283,9.05
32.8,1.8,3.2,283,9.1
37.6,0.6,2.4,283,9.15
24.2,1,1.6,283,9.3
4.8,0.8,3.4,283,9.35
58.4,1.4,3,283,10.1
78.4,2.6,7.2,283,10.15
4.8,0.6,3.2,283,10.25
6.2,0.8,3.2,283,10.3
32.2,1.4,3,283,10.35
4,0.2,1,283,10.5
7.8,0.6,2.8,283,10.55
21.4,0.4,1.2,283,11
2,0,1.2,283,11.25
0.4,0.2,2.8,283,11.3
1.4,0.2,2.6,283,11.55
4,0,0.4,283,12.05
0.8,0,0.8,283,12.1
1.6,0,0.4,283,12.15
1.4,0.2,0.8,283,12.25
14.8,1.2,4.6,283,12.3
12.2,0.2,3,283,12.35
24,1,2.2,283,13.2
29.6,1,3.2,283,13.25
14.8,1,2,283,13.3
57.2,3.6,8,283,14.1
27.2,1.4,2,283,14.25
32.2,1.2,2.8,283,16.05
31.6,1.4,6.6,283,16.3
9.8,0.6,3.6,283,16.5
3,0,0.8,283,16.55
1.6,0,0.4,283,17
1,0,0.4,283,17.15
3.6,0,0.6,283,17.4
1.8,0,0.6,283,17.45
9.8,0.2,1.6,283,18
5.6,0.4,1,283,18.05
6.4,0.6,1.8,283,18.1
7.4,0.4,0.6,283,18.15
11.2,0.6,1,283,18.2
13,0.6,1.2,283,18.4
36,1.4,2.2,283,18.45
3.2,0.4,4.2,283,18.55
5.2,0,1.4,283,19
4.4,0,0,283,19.05
1.2,0,0.4,283,19.1
1.08303249097473,0,0.216606498194946,283,19.2
