AWC,CTC,CVC,SUBJECT,Time
5,0.4,6,336,11.25
10.625,0.833333333333333,3.125,336,11.35
22.4124513618677,0.700389105058366,1.63424124513619,336,13.55
4,0.2,0.2,336,14.05
15.2,0.6,1.4,336,14.1
8.8,0.4,3,336,14.15
11.8,0.8,5.8,336,14.2
46,2.2,3.4,336,15.05
11.4,1,2.8,336,15.1
10,0.2,1.2,336,15.15
4,0.2,0.8,336,15.3
14.4,0.2,2,336,15.35
5,0,0.8,336,15.5
2.4,0.2,2.2,336,15.55
3.2,0.4,3.8,336,16.05
3.4,0,2.4,336,16.1
1,0.2,2.4,336,16.15
10.8,0.2,1.6,336,16.2
7,0.8,3.6,336,16.3
9.2,0.4,7,336,16.35
4.4,0,1.2,336,16.4
3,0.4,2.2,336,16.45
9.6,0,0.8,336,16.5
3.4,0.2,1.6,336,17
11.6,0.2,0.2,336,17.15
23.6,1,2.6,336,17.3
2.4,0,2.4,336,17.4
1,0.2,0.6,336,17.45
0,0,0.4,336,17.5
3.2,0.2,2,336,17.55
7.2,0.4,3.2,336,18
2.2,0.2,0.8,336,18.05
0,0.2,1.4,336,18.1
4.6,0.4,2.4,336,18.2
2.8,0,1,336,18.25
64.4,2.8,4.2,336,18.4
16.4,1.2,3.8,336,18.45
5.2,0.6,0.6,336,20.55
39.8,1,3.2,336,21
14.2011834319527,0.710059171597633,0.710059171597633,336,21.05
