AWC,CTC,CVC,SUBJECT,Time
221.538461538462,4.61538461538461,4.61538461538461,197,14.2
85,0,0,197,8.3
12.2,0.6,1,197,8.35
27.4,1.2,2.4,197,8.4
1.8,0,0.4,197,8.5
3.4,0.2,0.8,197,9
35.4,2.8,7.4,197,9.05
3.4,0.4,1.8,197,9.1
4.8,0,0.6,197,9.15
5.2,0.2,0.6,197,9.2
5.6,0.6,2.8,197,9.3
1,0,0.4,197,9.4
1.4,0,1,197,10.05
0.4,0,0.6,197,10.1
13,0.4,1.6,197,10.15
2,0.4,0.8,197,10.2
5.6,1.4,5.4,197,10.25
4.2,0.4,7.8,197,10.3
8.6,0.6,2.6,197,10.35
7.2,0.2,2.8,197,10.4
9.2,1,2.6,197,10.55
2.6,0.2,2.8,197,11
25.8,2.2,5,197,11.05
11.8,0,1.2,197,11.1
11,0.6,2,197,11.15
9,0.6,2.8,197,11.2
10.8,0.8,3.6,197,11.25
0.6,0,0.4,197,11.3
0.8,0,2,197,11.35
2.6,0,0.6,197,11.45
4.6,0.2,1.6,197,11.5
0,0,4.2,197,11.55
2.4,0,3.4,197,12
17.4,0.6,1.4,197,12.05
1.6,0.2,4.6,197,12.1
9.2,0.4,5,197,12.15
3.6,0.2,5.2,197,12.2
0.6,0,2.2,197,12.35
1.8,0.2,5.4,197,12.45
1.8,0.4,1.4,197,12.5
4.4,0.4,4.4,197,12.55
3.2,0.2,2,197,13
0,0,2.4,197,13.05
0,0,3,197,13.1
7.76470588235294,0.705882352941176,2.82352941176471,197,17.35
4.8,0.4,2.8,197,17.4
2.4,0.2,2.4,197,18.05
5,0.6,1.4,197,18.1
4.8,0.6,9.6,197,18.15
14,0.4,4,197,18.2
23.4,1.6,4.6,197,18.25
13.4,0.6,2.8,197,18.35
7.8,0.4,2.2,197,18.5
2,0,2.6,197,18.55
35.8,2.2,5,197,19.05
19.2,0.8,4,197,19.1
8.8,0,0.6,197,19.25
2,0.2,0.4,197,19.35
9,0,2.6,197,19.4
3.4,0.8,5.2,197,19.45
2.8,0.2,3,197,19.5
7,0.4,1.4,197,19.55
5.8,0.6,4.4,197,20
2.2,0.2,1,197,20.05
9,0.2,0.4,197,20.1
5,0.2,1.6,197,13.05
3.6,0.4,7,197,13.1
12.2,0.6,3.4,197,13.15
18.2,0.4,5.4,197,13.2
5,0.2,1.4,197,13.25
15.4,0.4,2.6,197,13.4
4.2,0,2,197,13.45
8.2,0.8,3,197,13.5
31.2,1.4,2,197,13.55
1.4,0,1.6,197,14
1.6,0.4,1.8,197,14.05
3.8,0,1.2,197,14.15
2.2,0.2,4.2,197,14.2
1.2,0,4,197,14.35
6.6,1,5.2,197,14.4
34.2,1,3.2,197,14.45
3.6,0.4,4.4,197,15
4.8,0.2,2.8,197,15.05
6.4,0,2.4,197,15.15
33.6,2,5.8,197,15.2
8.4,1,3.6,197,15.25
20.2,1,2,197,15.35
23.2,1,2.8,197,15.4
3.8,0.4,1.6,197,15.45
4.4,0,1.8,197,16.05
5.4,0.6,3.8,197,16.1
3.66666666666667,0,0.666666666666667,197,16.25
32.8571428571429,2.85714285714286,10,197,8.4
16.6,1.6,6.6,197,8.45
7.2,0.2,1.2,197,8.55
8.8,0.4,3.4,197,9
12.6,0.2,1.2,197,9.05
8,0.8,3.6,197,9.1
9.2,0.8,1.8,197,9.25
1.6,0,2.2,197,9.3
2.6,0.2,4.8,197,9.4
8.2,0.4,3,197,9.5
2.2,0.2,3.6,197,9.55
0,0,3.4,197,10
2.4,0.4,4.2,197,10.05
13.4,1.2,4.4,197,10.1
6.4,0.4,5.2,197,10.15
0,0,5.2,197,10.25
4.8,0.4,3,197,10.3
3.2,0.2,0.8,197,10.45
4.2,0.6,2.4,197,11
1.2,0.2,0.6,197,11.05
1.6,0.2,2,197,11.1
7.6,0.8,3.2,197,11.2
7.4,1,8.2,197,11.25
5.8,0.4,4.6,197,11.35
0.6,0,3.6,197,11.45
1,0.2,3.6,197,12
2.6,0.2,1.4,197,12.4
6.2,0,3.2,197,12.45
0,0,3,197,12.5
2.57668711656442,0,2.57668711656442,197,13
