AWC,CTC,CVC,SUBJECT,Time
99.327731092437,5.54621848739496,9.07563025210084,231,8.5
20,1.8,3,231,9
59,4.2,8.2,231,9.05
25.8,2,4.2,231,9.1
4.2,0,0.6,231,9.15
11.6,0.6,1.4,231,9.2
88,2.8,3.8,231,9.25
129,3.8,4.4,231,9.3
109.4,3,4.4,231,9.35
117,3,4,231,9.4
51.8,4.4,9,231,9.45
18.6,1.2,1.8,231,9.5
41,1.6,4.6,231,9.55
56,2.8,8,231,10
4.2,0.6,3.2,231,10.05
9.8,1,2.6,231,10.1
6.4,1,6.2,231,10.15
34,1,2.2,231,10.2
65.8,1.4,2.2,231,10.25
53.2,0.4,0.8,231,10.3
62.6,1.6,2.8,231,10.35
4.8,0,2.8,231,10.4
43.8,1.4,3.4,231,10.45
42.2,2.6,4.4,231,10.5
8.4,0.8,4.6,231,10.55
12.4,0.4,0.6,231,11
10.4,0.4,1.2,231,12
59.2,2,3,231,12.1
99.8,2.8,4,231,12.15
47,1.4,4,231,12.2
35.8,2.2,4.2,231,13.5
59.4,2.6,4.8,231,13.55
39.6,2.2,3.2,231,14
15,0.8,4.8,231,14.05
12.2,0.4,7.4,231,14.1
12,1.6,7.8,231,14.15
37,1.6,5.6,231,14.2
6.6,0.6,7.8,231,14.25
35,0.6,1.4,231,14.3
12.6,0.6,2.4,231,14.35
5,0.4,6.4,231,14.4
8.2,0.8,6.8,231,14.45
87.8,3.2,5.6,231,14.5
15.2,1.8,5,231,14.55
3.6,0.8,7.8,231,15
2.4,0.4,3.2,231,15.05
1.8,0.6,2.4,231,15.1
17.2,1,8.6,231,15.15
46.6,3.2,7.6,231,15.2
90,3.6,4,231,15.25
147.6,7,8.8,231,15.3
77,4,5.6,231,15.35
12,1.8,8.4,231,15.4
25,1,6.8,231,15.45
4.2,0.4,1.6,231,15.5
23,1.4,8.8,231,15.55
2.2,0.2,2,231,16
9.4,1,4.8,231,16.05
15,1,4.6,231,16.15
2.6,0.4,3.8,231,16.2
5.2,0.4,2.4,231,16.25
14.8,1.2,7,231,16.3
4,0.6,4,231,16.35
20.8,2,3.4,231,16.4
15.6,1,2.4,231,16.45
47.6,2.8,5.4,231,17
49.6,4,12.6,231,17.05
39,3.4,8.2,231,17.1
23.8,1.6,2.6,231,17.2
6,0.8,5.4,231,17.25
2.4,0.2,5.4,231,17.3
3.6,0.2,1.4,231,17.35
1.2,0,0.6,231,17.4
19,2.2,11,231,17.45
43.4,3,7.4,231,17.5
44,1.2,2.6,231,17.55
6,0.6,3,231,18
8.6,0.8,2.6,231,18.05
1.6,0,0.8,231,18.1
13.2,1,3,231,18.15
4.2,0.4,4.2,231,18.2
14.6,0.2,1.2,231,18.25
12,0.6,1.2,231,18.3
29,2.2,6.8,231,18.35
11.8,1.4,5.2,231,18.4
8.8,0.8,5.6,231,18.5
44,4,13.4,231,18.55
51,2.2,5,231,19
82.8,5.6,12,231,19.05
84.2,3,5.8,231,19.1
55,3.6,8.4,231,19.15
44.6,3.8,12.2,231,19.2
61.6,4,7.8,231,19.25
29.6,1.2,3,231,19.35
37.4,1,2.8,231,19.4
46.2,4,8.2,231,19.45
69.6,3,6.6,231,19.5
44.6,2.6,5.4,231,19.55
42.4,1,4.8,231,20
34.8,0.6,1.2,231,20.05
12,0.6,1.2,231,20.1
28.0555555555556,2.22222222222222,6.11111111111111,231,20.2
