AWC,CTC,CVC,SUBJECT,Time
28.2,1.6,5.6,266,6.55
7,1,2.4,266,7.1
16.4,1.4,3.2,266,7.4
9.2,0.4,0.8,266,8.15
12.2,0.6,0.8,266,9.2
0,0,2.6,266,9.45
9.6,0.2,1.6,266,9.55
23.4,3.2,6.2,266,10
36.2,2.2,4.6,266,10.2
21.6,2.2,5.4,266,10.25
13.6,0.8,2.2,266,10.3
19.6,1,4.2,266,10.35
11.6,0.4,1.6,266,10.4
40.8,1.8,3.2,266,10.45
24,1.8,5.2,266,10.5
41.2,1.2,2.2,266,11
6.2,0.2,1,266,11.05
1.2,0.2,4,266,11.1
67,6.2,11.8,266,11.15
16.6,0.6,1.2,266,11.2
50,4.2,11.4,266,11.25
47,2.6,5,266,11.3
20,1.4,6.6,266,11.35
7.4,0.6,2.4,266,11.4
40.2,1.6,2.2,266,13.25
15.2,1,2.8,266,13.3
19.6,1.2,1.8,266,13.35
7.4,0.4,1,266,13.4
6,0,0.8,266,13.45
73,2.6,4.6,266,13.5
19,1.8,6.4,266,13.55
26.2,1.6,5,266,14
8,0.4,3.6,266,14.05
4.6,0,1.6,266,14.35
10.8,1,4.2,266,14.45
0.8,0.2,3.6,266,14.5
4.8,0.8,5.8,266,14.55
33.2,1.6,6.6,266,15
60.8,1.4,2.8,266,15.05
54,2.4,5.2,266,15.1
8.2,0.2,1.2,266,15.15
16,0.2,3.6,266,15.2
16.6,1.2,3,266,15.25
6.2,1,5.2,266,15.3
8.8,1,4.4,266,15.35
3.2,0,0.6,266,15.55
10.4,0.6,1,266,16.2
6.6,0,1.4,266,16.3
26.8,1.4,5.2,266,16.5
10.8,0,0.4,266,16.55
15.2,1.2,2,266,17
18.6,1,1.8,266,17.05
9.8,0.4,1.2,266,17.1
7.8,1,6.4,266,17.15
9.2,0.8,10.4,266,17.2
1.6,0.2,3,266,17.5
13.2,0.8,3.4,266,17.55
22.6,1.4,3.6,266,18.3
47.4,4.6,10.2,266,18.55
54.4,4.2,10.2,266,19.05
5.4,0,1.2,266,19.1
3.6,0.4,5.2,266,19.15
1.6,0,0.6,266,19.2
0,0,2,266,19.3
48.2,0.4,0.6,266,19.5
14.8,0,0,266,20.05
6.2,0,0,266,20.1
