AWC,CTC,CVC,SUBJECT,Time
65.546218487395,2.52100840336134,3.02521008403361,189,13.2
7.6,0,0.2,189,14.15
4.8,0.6,4,189,14.3
3,0.2,3.4,189,14.35
0.8,0.2,2.6,189,14.4
9.4,1,3.6,189,14.45
0.8,0.4,4.2,189,15.15
7.6,0.4,2,189,15.25
0.4,0.2,7.4,189,15.35
1.6,0.2,5.8,189,15.4
20,2.2,6.6,189,17.05
8.8,0.4,3,189,17.15
4.8,0,0.4,189,19.4
19,2,8,189,20.1
5.4,0.4,3.6,189,21.2
2.8,0,1.4,189,21.25
16.2,0.4,0.6,189,21.35
61.6,3.4,7,189,21.4
2.8,0.2,0.4,189,21.45
8.6,0,1,189,22.45
2.8,0.4,2.2,189,22.5
8,0.4,3.4,189,22.55
13.4,1.4,5.6,189,8.55
14,1.6,3.8,189,9
4.8,1,7,189,9.05
16.4,1.4,4.4,189,9.1
6.2,0.2,2.2,189,9.15
39.6,2.2,5.8,189,9.25
20.4,1,5.2,189,9.55
7.8,0.4,7.4,189,10
30.6,1.4,3.2,189,10.2
21,1.6,7.8,189,10.25
36.2,2.4,6.4,189,10.3
61.4,4.2,6.6,189,10.35
8,0.6,3,189,10.4
8.8,0.4,2.6,189,10.45
27.6,1.2,6.2,189,11.05
9.4,1,5.8,189,11.1
4,0,0.6,189,11.25
1.6,0.2,2,189,11.35
6,0.4,7,189,11.45
0.8,0,1.4,189,11.5
12.2,1,2.8,189,11.55
21.8,0.8,2,189,12
3,0.2,1.8,189,12.05
19.4,1,3.2,189,12.1
10.8,0.8,4.6,189,12.15
10.4,0,2,189,12.2
2.6,0.2,1.2,189,12.35
2.6,0.2,2.8,189,12.4
6,0.4,5.2,189,12.45
6.8,0.8,3,189,13.05
3.4,0.4,1.2,189,13.1
4.2,0.2,2,189,15.05
44.3478260869565,2.08695652173913,4.69565217391304,189,15.1
