AWC,CTC,CVC,SUBJECT,Time
180.631578947368,1.26315789473684,1.26315789473684,272,11.2
122,2.2,2.6,272,11.25
50.8,1.8,4.8,272,11.3
34.2,1.8,5,272,11.35
32.4,1.2,1.4,272,11.4
21.6,1.4,3,272,11.45
2.4,0.2,2.6,272,11.5
4.6,0.2,1.2,272,11.55
0,0,1.8,272,12.2
31.6,1,3.2,272,12.3
14.2,0.4,0.6,272,12.35
0.6,0,4.2,272,12.4
12.2,0.8,3.6,272,12.45
4.8,0.2,2.2,272,12.55
5.6,0.4,3.8,272,13
20,1,1.4,272,13.05
6.8,0.8,2.2,272,13.1
15.6,0.2,0.8,272,13.15
3.6,0,1,272,13.2
4.4,0.2,3.6,272,13.25
12.8,0.4,1.6,272,13.3
63.2,4.2,7.8,272,13.35
29.4,1,5.4,272,13.4
26,0.4,1.6,272,13.45
1.6,0,2.2,272,13.5
1.4,0.4,6,272,13.55
4.2,0.2,2.4,272,14
10.8,0.2,1.8,272,14.1
7,0.8,1.2,272,14.15
2.4,0,0.8,272,14.25
0,0,1.8,272,14.3
1,0,1.4,272,14.4
40,0.8,3.6,272,14.45
92.4,0.6,0.6,272,14.5
43.6,1.8,5.2,272,14.55
35.8,1.2,2.2,272,15.05
2.4,0,0.6,272,15.15
0,0,2.6,272,15.2
0.8,0,2.6,272,15.25
1.4,0,1.6,272,15.3
1.2,0,3.2,272,15.35
4.6,0.4,2.4,272,15.4
0,0.2,2.8,272,15.45
2.8,0.2,0.6,272,15.55
8.4,0.2,0.4,272,16
1.8,0,2.8,272,16.05
4.4,0.2,1.4,272,16.1
8.4,0.4,1,272,16.35
8,0.2,1.2,272,16.4
2,0.4,0.8,272,16.45
10.8,0.4,1.2,272,16.55
12.8,0,0.4,272,17.05
36,1,2.2,272,17.1
1.4,0,0.2,272,17.15
1.6,0.2,3.8,272,17.2
1.2,0,0.6,272,17.25
3.4,0.4,1.6,272,17.45
9.8,0.8,4.6,272,17.5
1,0.2,1.4,272,18.25
4.4,1,2.8,272,18.35
23.4,0.4,1,272,18.4
54,3.4,5.2,272,18.45
0.8,0.2,3.8,272,18.5
1.2,0,1.2,272,19
1.2,0,1.2,272,20.5
1.4,0,0.2,272,20.55
25.6,0.4,1.2,272,21.2
133.4,0.8,1,272,21.35
1.4,0,0.6,272,22.15
27.6,1.6,6.6,272,22.4
35,0.6,0.8,272,22.45
8.6,0,1,272,22.5
3.2,0,0.2,272,22.55
0,0,1.4,272,23
1,0,1,272,23.05
55.2,0.2,1.6,272,23.1
15.6,0.2,0.6,272,23.15
156,2.8,3,272,23.3
157.8,2.6,3,272,23.35
94.9732620320856,1.60427807486631,1.92513368983957,272,23.4
