AWC,CTC,CVC,SUBJECT,Time
10.1694915254237,0.406779661016949,2.84745762711864,259,12.5
18,0.2,1.2,259,12.55
21.8,1.2,9.8,259,13
1.2,0.4,7.2,259,13.1
1.4,0,2.6,259,13.2
3.4,0,2,259,13.3
2,0,0.4,259,13.45
0.4,0,2.8,259,13.55
7,0.6,6.4,259,14
19.4,1,2.8,259,14.05
9.6,0,1,259,14.1
1.6,0.2,3.8,259,14.15
2,0,7,259,14.35
3.8,0.8,4.8,259,14.4
2.8,0,0.4,259,14.5
1.2,0.2,1,259,14.55
10.4,0,1.6,259,15
2.6,0.4,1.6,259,15.05
14.6,1,4.8,259,15.1
7.6,0,1.4,259,15.15
1.2,0.2,0.8,259,15.2
6.8,0,1.4,259,15.25
18.4,0.6,1.8,259,15.3
3.2,0.2,1,259,15.35
3.4,0.2,3.6,259,15.4
3.2,0.4,3.2,259,15.45
16.2,0.8,6.8,259,15.5
15.2,0.6,2,259,15.55
9.8,0.6,3.8,259,16
1.4,0,0.8,259,16.05
12,0.2,1.8,259,16.1
8,0.2,2,259,16.25
12,0.8,3.4,259,16.35
9.2,1,5,259,16.4
42.5806451612903,2.32258064516129,8.90322580645161,259,16.45
25,3.33333333333333,8.33333333333333,259,17
5.8,0.6,4.4,259,20.25
16.6,0.8,5.4,259,20.3
39.8,3,5.2,259,20.35
5.8,0.4,3.6,259,20.4
2.8,0.6,5.6,259,21.1
0.6,0,0.4,259,21.2
3,0,1.6,259,21.3
6,0.4,1.6,259,21.5
3.4,0.4,2.8,259,22
33.6,2.4,6.8,259,22.05
18.8,0.8,5.8,259,22.1
13.6,1.2,7.8,259,22.15
7.8,0.2,8.8,259,22.2
16.6,1.2,4.6,259,22.25
10.6,0.8,2.2,259,22.3
21.4,1.2,6.2,259,22.35
16.2,0.2,8.6,259,22.4
16,1.4,7.8,259,22.45
37.8,1.6,3.4,259,22.5
36.4,1.6,5.4,259,22.55
34.6,1.4,4,259,23
10.6,0.2,0.8,259,23.05
10.8,0.2,1.8,259,23.1
89.6,4,5.6,259,23.3
50.4,1.8,3.4,259,23.35
34.8,1.4,3.8,259,23.4
33.8,1.6,4.4,259,23.55
31.2,1.2,2.4,259,0
10.8,0.4,1.4,259,0.05
9.6,0.6,3.2,259,0.1
18.2,1.2,3.4,259,0.15
10.5,0,4.5,259,0.2
