AWC,CTC,CVC,SUBJECT,Time
240,5.45454545454546,5.45454545454546,320,15.45
7.6056338028169,0,1.12676056338028,320,11.25
11.8,1,8.2,320,11.3
7.6,0.8,6.6,320,11.35
8.8,1,6.4,320,11.4
9.4,1.2,2.4,320,11.5
1.8,0,2,320,11.55
3.6,0,1.2,320,12
14.6,0,0.2,320,12.05
1.4,0,0.8,320,12.1
20.4,1,1.8,320,12.15
15.2,0,0.6,320,12.2
11,0.2,1.2,320,12.25
4.2,0.2,1.2,320,12.4
12,0.2,1,320,12.45
6.6,0,0.4,320,12.5
3.2,0,1.4,320,13.05
6.8,0,0.8,320,13.15
9.4,0.6,2.4,320,13.25
10,0.6,6,320,13.3
27,0.6,1,320,13.35
12.8,0.6,3.8,320,13.4
7.2,0.2,1.2,320,13.45
0,0,0.6,320,13.5
0,0,0.2,320,13.55
0.4,0.2,0.4,320,16.45
5,0,0.6,320,16.5
8.6,0,1.6,320,16.55
10.8,0.2,2.2,320,17
6.4,0.2,0.4,320,17.05
6.2,0.2,1,320,17.1
0.6,0,1.2,320,17.15
10.4,0.8,2.2,320,17.25
13,0.4,1.2,320,17.4
12,0.4,3.4,320,17.45
12.4,0.2,0.6,320,17.55
12.2,1.2,7.6,320,18.05
2.4,0,1.2,320,18.1
22.6,1.2,3,320,18.2
1.4,0.2,3,320,18.25
3,0.2,1.8,320,18.3
2.6,0.2,3.8,320,18.35
5.4,0,1,320,18.4
10,0.4,2,320,18.45
9.6,0.4,0.8,320,18.5
2.4,0.2,1.6,320,18.55
4.8,0.6,1.8,320,19
0,0,0.4,320,19.05
1.8,0,0.8,320,19.1
1,0,1.2,320,19.15
