AWC,CTC,CVC,SUBJECT,Time
55.4545454545455,0.909090909090909,4.54545454545454,431,9.15
56.8,4,6.8,431,9.2
37.2,2.4,4,431,9.25
62.2,4.2,5.6,431,9.3
27.2,2.6,7.2,431,9.35
29.8,2.2,5.2,431,9.4
29.4,1.4,3.2,431,9.45
71.8,2.2,6.4,431,9.5
58.8,2,2.8,431,10
88,3.2,4.2,431,10.05
107.8,3.2,5.4,431,10.1
71,2.8,4.2,431,10.15
76,3.2,6.2,431,10.2
70.4,4.4,8.2,431,10.25
101.6,4.2,5.6,431,10.3
82.4,3.2,5.6,431,10.35
38.4,3,10.2,431,10.4
21.8,0.6,1.4,431,10.45
58.8,2,2.2,431,10.5
46,2,2.8,431,10.55
40.2,1.8,2.4,431,11
45,1.8,3,431,11.4
1.2,0,1.2,431,12.15
5.4,0.2,2.2,431,12.2
1.2,0.2,4.6,431,13
4.6,0,0.4,431,13.2
16.6,0,1.2,431,13.35
6,0.2,0.4,431,16.55
68,3.8,9.4,431,17
91,6,10.2,431,17.05
98.2,5,7.6,431,17.1
54.8,2.6,4.6,431,17.15
40,1.6,4,431,17.2
56.6,3.4,5.8,431,17.25
124.4,6.2,7.6,431,17.3
29.2,3.2,7.2,431,17.35
109,8.4,12.6,431,17.4
110.2,7,9.4,431,17.45
44.8,2.2,5,431,17.5
51.4,1.8,4.2,431,17.55
51.6,1.8,2.6,431,18
43,1.4,3,431,18.05
60.2,1.4,1.6,431,18.1
7.8,0,1.4,431,18.25
13.4,0.6,1.8,431,18.3
42.4,1.4,3.4,431,18.45
