AWC,CTC,CVC,SUBJECT,Time
30.3703703703704,1.48148148148148,4.69135802469136,335,9.25
45.2,3.2,6.2,335,9.3
15,1,2.2,335,9.35
17.6,0.2,5.2,335,9.4
12.6,1.4,6.6,335,9.45
27.4,1.4,3.2,335,9.5
19.2,0.6,2,335,9.55
36.2,1.6,4.8,335,10
25.4,2.2,10.4,335,10.05
28,2.2,4.8,335,10.1
39.8,1.6,5,335,10.15
14.4,1.2,5.4,335,10.2
11.2,0.8,4.6,335,10.25
21.2,2,5,335,10.3
28,1,2.2,335,10.35
20.2,1.8,6.6,335,10.4
66.2,4,9.6,335,10.45
17.8,2.8,9.8,335,10.5
19.2,1.8,5.2,335,10.55
51.6,4.4,9,335,11
20.4,1.6,7,335,11.05
11.4,1,9,335,11.1
24.6,2,7.6,335,11.15
42.8,1.8,5.6,335,11.2
74.8,1.8,2.2,335,11.35
90.4,3.2,3.6,335,12.05
13.4,1,3,335,12.15
5.4,0.2,1.2,335,12.2
17.6,1.2,4,335,12.25
11.8,1.2,4.4,335,12.3
25,1.8,8.4,335,12.35
25.2,1.8,8.6,335,12.4
29,3.4,11,335,12.45
14,1.4,8,335,12.5
28.4,0.8,3,335,12.55
3.4,0.6,3.6,335,13
38.4,3,5.8,335,13.05
4.2,0.6,4.2,335,13.35
24.8,1.2,1.8,335,13.5
11,0.6,1.8,335,14.35
10.8,0.6,3,335,14.4
30.8,1.2,2.2,335,14.55
51.2,3.4,6.6,335,15
117.6,2.8,4.2,335,15.2
32.8,2,5,335,15.25
46,2.6,5.4,335,15.3
83.6,4.2,7.8,335,15.35
28.6,2.2,6.4,335,15.4
16.8,1,4.4,335,15.5
17.2,1,8.4,335,15.55
31.8,3,6.8,335,16
12.4,0.6,4.6,335,16.05
1.8,0,2.4,335,16.1
5.6,0.4,3.6,335,16.2
10.2,1.6,6.4,335,16.25
18.6,1.2,5.2,335,16.3
43.8,2.4,4.2,335,16.35
51,2.4,4.4,335,16.4
21.2,1.6,8,335,16.45
32.2,1.4,3.6,335,16.5
23.4,2.8,10.8,335,16.55
15.6,1.2,4,335,17
16.2,0.8,3.2,335,17.05
22.8,1,7,335,17.1
45.8,1.2,4.8,335,17.15
41.6,2.2,5,335,17.2
12.4,1.2,5,335,17.25
25.6,2,4.8,335,17.35
39,2.4,5.4,335,17.4
9.8,0.4,4.6,335,17.45
11,0.6,6.8,335,17.5
23,1.6,7,335,17.55
38.4,1.6,3.4,335,18
19.2,0.2,1.4,335,18.05
18.6,1.4,3.2,335,18.1
14.2,0.4,1.4,335,18.15
10.6,0.4,1.2,335,18.2
19.6,0.4,0.6,335,18.45
7.2,0.2,0.8,335,18.5
15.2,0.6,1.2,335,19
3.8,0,0.4,335,19.05
8.4,0,4.8,335,19.1
16.8,1.2,3.4,335,19.15
37.6,1.8,2.2,335,19.3
25.2,0.8,1.8,335,19.35
46,1.8,2.2,335,19.4
30.6,1.8,3.8,335,19.45
26.4,0.6,2,335,19.55
37,2.4,5.6,335,20
51.4285714285714,3.42857142857143,3.42857142857143,335,20.25
62.6,3,5.2,335,20.3
58.0769230769231,2.69230769230769,5,335,20.35
