AWC,CTC,CVC,SUBJECT,Time
35.7692307692308,0,0,302,16.55
44.6,2.2,3.8,302,17.1
15.2,0,1,302,17.15
31.2,2.4,3,302,17.25
43.2,1.4,2.4,302,17.55
14.5054945054945,2.96703296703297,6.59340659340659,302,18
10.0645161290323,0.387096774193548,1.93548387096774,302,15.3
46.4,2.2,4.4,302,15.35
0.4,0,3.2,302,15.4
35.6,2.8,4.2,302,15.45
33.6,1.8,4.2,302,16
58.6,3,7.2,302,16.15
31.2,1,3.4,302,16.2
79.6,2.4,2.8,302,16.25
77.4,1.8,2.6,302,16.3
86.4,3.2,3.6,302,16.35
47,3,4.6,302,16.4
66.6,2,4,302,16.45
11.0526315789474,1.05263157894737,1.05263157894737,302,17.05
12.2,0.8,1.8,302,10.45
7.8,0.2,3.4,302,11.05
5.2,0.4,3,302,11.1
10,0.8,4.6,302,11.15
7.6,0.4,2.8,302,11.2
6.2,0.6,3.2,302,11.25
28,1.4,1.8,302,11.35
15.4,0.8,2,302,11.4
21,2,8.4,302,11.5
18,1,4.8,302,11.55
11.6,1,10.2,302,12
7.6,0.2,5.4,302,12.05
6,0.2,1,302,12.1
2.8,0,0.6,302,12.15
0,0,0.4,302,12.25
1.2,0,2,302,12.3
3.6,0,0.2,302,12.4
9.2,0.2,0.6,302,12.5
0.4,0,0.2,302,12.55
