AWC,CTC,CVC,SUBJECT,Time
17.2131147540984,0.983606557377049,2.45901639344262,313,9.55
8.6,0.8,1.8,313,10
12,1.2,3.2,313,10.05
28.2,2,4.2,313,10.1
14,0.6,2.4,313,10.15
23.6,1.2,4.4,313,10.2
39.6,3.4,8,313,10.25
13,1,1.4,313,10.3
23.2,1.2,5.4,313,10.4
24.6,0,0.2,313,10.55
18.2,1.6,4.6,313,11
2.4,0.2,3.6,313,11.2
0.6,0,2,313,11.25
2,0,1.4,313,11.3
1.4,0.2,1.2,313,11.35
20.4,1,2.6,313,11.5
21.2,1.4,3.4,313,11.55
33.8,1.8,7.4,313,12.15
26,1,3.2,313,12.25
7.4,0.2,1.8,313,12.4
42.2,1.6,5.6,313,12.5
42.6,2.2,7,313,12.55
64.4,4,6.2,313,13.05
50.2,3.6,8.6,313,13.1
186.8,1.4,1.8,313,14.05
166,1.2,1.2,313,14.1
69.2,0.6,0.6,313,14.15
78.8,1,1,313,14.55
18.2,1.2,2,313,15
28.8,1,3.2,313,15.05
35.2,1.2,2.8,313,15.15
42.2,0.8,1.8,313,15.2
79.2,1.2,1.6,313,15.4
32.2,0.8,2.8,313,16.3
41.6,2.6,7.2,313,16.35
64,1.6,2.2,313,17.45
