AWC,CTC,CVC,SUBJECT,Time
65.1282051282051,2.56410256410256,3.84615384615385,277,10.15
38.4,1.6,3.6,277,10.2
12,0.2,0.4,277,10.4
0,0,1.2,277,10.55
19.8,0.6,3.8,277,11
6.8,0.6,2.8,277,11.1
3,0.2,2.4,277,11.2
16.2,0.6,3.4,277,11.25
6.6,0.6,2.6,277,11.35
27.4,1.8,7,277,11.4
0,0,3.2,277,12.1
14,1.2,6.4,277,12.15
22.2,1,3.2,277,12.2
7.4,0.4,1.2,277,12.25
9,0.4,5.2,277,12.3
17,0.4,5.4,277,12.4
24,1.2,2,277,12.45
28.8,1,2.6,277,12.5
13.2,0.4,2.6,277,12.55
25.2,2.6,14.8,277,13.15
38.2,1.8,5.2,277,13.2
8.8,0.2,4.2,277,13.25
32.4,1.6,6.4,277,13.3
7.6,0.6,15,277,13.35
4.8,0.8,13.6,277,13.4
21.6,1.4,5.4,277,13.45
6.8,0.4,5.8,277,13.5
9,1,6.4,277,13.55
11.8,0.4,0.4,277,14.1
17.8,0.2,0.2,277,14.3
8.2,0.8,1.2,277,15.05
13.6,0.4,1.4,277,15.15
8.8,0,0.8,277,15.2
1.2,0,0,277,15.3
7.8,0.2,0.4,277,15.35
0,0,0,277,15.4
0,0,0.2,277,15.45
9,0,0,277,15.5
8,0,0,277,16
2.2,0,0,277,16.05
9.8,0,0.2,277,16.1
4.8,0,0,277,16.15
4.6,0,0,277,16.25
10,0,0.2,277,16.35
2,0,0,277,16.4
1.8,0,0,277,16.45
12.2,0,0,277,16.5
1.4,0,0,277,17
