AWC,CTC,CVC,SUBJECT,Time
20.5594405594406,1.25874125874126,3.35664335664336,334,14.3
18.8,1.4,3,334,14.35
3.4,0,2.8,334,14.4
2.4,0,1,334,14.45
4,0.2,4.4,334,14.5
8,1,5.2,334,14.55
1.2,0.2,2.6,334,15
5.6,0.8,3.2,334,15.05
6.8,0.4,2,334,15.1
18.2,0.4,0.8,334,15.2
11,0.2,1.4,334,15.3
4.4,0.2,5,334,15.4
45,2.8,5.8,334,15.45
80.6,1.6,2.8,334,15.5
61.8,1.2,2.8,334,15.55
48.8,1.6,3.6,334,16
4.6,0.8,2.2,334,16.05
19.8,0.6,1.2,334,16.15
0.8,0,1,334,16.2
1.2,0,1.8,334,16.25
25.2,0.6,3,334,16.3
0.8,0,1.2,334,16.35
1.4,0.2,2.6,334,16.4
23,1,3,334,16.5
6.4,0.8,5.6,334,16.55
12.8,1.4,4.8,334,17
14.4,1.2,3.4,334,17.1
11.6,0.4,1.6,334,17.2
3,0,1.2,334,17.3
1.6,0,1.4,334,17.35
1,0,0.6,334,17.4
2.2,0,0.6,334,17.55
10,0,1.2,334,18.2
3,0,0.2,334,18.25
4.8,0,0.6,334,18.3
8.4,0,0.6,334,19.1
19.6,1.6,3.6,334,19.35
11.2,1,3.8,334,19.5
73.8,3,7.6,334,20
40.2,1.8,6.2,334,20.05
88,2.6,2.8,334,20.35
0.4,0.2,1.2,334,21.35
3.2,0.2,0.2,334,21.4
1.6,0,0,334,21.45
7.6,0,0,334,21.5
15.2,0.2,0.6,334,21.55
11.6,0.2,0.2,334,22
18.6,0.4,2.4,334,22.1
4,0.4,2.8,334,22.15
8.8,0.6,2.8,334,22.2
15,0.4,1.4,334,22.25
13.4,1.2,2.6,334,22.3
10.4,0.4,1.8,334,22.35
6.4,0.4,4,334,22.45
7,0.6,3.2,334,22.5
27.8,0.2,0.6,334,22.55
2.8,0,4.4,334,23
1.2,0,1.2,334,23.05
13.2,0.8,2,334,23.15
4.6,0.4,0.6,334,23.2
12.4,0,1.2,334,23.25
13,0.8,1.8,334,23.3
22.4,1,1.8,334,23.4
9,1,3.8,334,23.45
28.6,2,4.6,334,23.5
25.8,0.6,1.2,334,23.55
12.4,0,0.4,334,0
17.2,0.6,4.2,334,0.05
14.8,0.6,2,334,0.1
9.2,0.6,2.2,334,0.15
18.2,0.4,3,334,0.2
1.4,0,0.4,334,0.25
1.4,0,1.8,334,0.3
19.2,1.4,4.4,334,0.35
12.8,0.2,0.6,334,0.4
3.01255230125523,0.251046025104602,0.251046025104602,334,0.45
