AWC,CTC,CVC,SUBJECT,Time
35.2,2,4.4,230,8.55
16.8,1.2,3.2,230,9
14.2,0.6,1,230,9.05
0,0,0.4,230,9.1
19.2,0.2,0.8,230,9.15
9.4,0,2.2,230,9.2
8,0.2,0.2,230,9.3
33.4,1.8,2.6,230,9.35
40.2,0.8,1.4,230,9.4
45.4,2.2,3.6,230,9.45
7.2,0.2,1,230,9.5
5.4,0.4,3.4,230,9.55
15.8,0.8,3.2,230,10.05
2.8,0.2,1.2,230,10.1
4.6,0.8,3,230,10.15
2.6,0,0.6,230,10.2
2.2,0.4,1.2,230,10.25
2.4,0.4,10.4,230,10.3
8,0.4,7.4,230,10.35
18.2,0.4,3,230,10.45
1.4,0.2,2.4,230,10.55
4.2,0,0.8,230,11
0.4,0.2,4,230,11.05
20.2,0.6,0.6,230,11.1
6.4,0,3.6,230,11.2
12.4,0.4,1,230,11.25
8.2,0.2,0.4,230,12.45
37.2,1.4,4.2,230,13.05
18.8,1.8,7.8,230,13.1
5.2,0.4,6.2,230,13.15
41.2,2.4,6.4,230,13.2
13.6,0.6,4.6,230,13.25
6.6,0,1,230,13.3
12.2,0.2,2,230,13.35
27.2,0.4,0.4,230,13.4
12.2,0.4,3,230,13.45
7,1,3,230,13.5
6.4,0.2,1,230,13.55
35.4,1.2,2.4,230,14
0,0,3.2,230,14.1
0,0,3.6,230,14.15
8.4,0.6,2.4,230,14.2
20.6,0.6,6,230,14.25
19.4,1.2,5,230,14.55
15.6,0.4,0.8,230,15
21.4,0.4,1.4,230,15.05
39.8,0.4,1,230,15.4
35.4,0.2,1.6,230,15.45
13.6,0,0.8,230,15.5
18,0.4,1.6,230,15.55
24.6,0.8,1.2,230,16
35.2,0.6,1,230,17.3
27.6,2,5.8,230,17.35
3.8,0,0.8,230,17.4
24.8,0.8,2.4,230,17.45
37.8,0.4,0.8,230,17.5
38.6,1.4,2,230,17.55
16.6,0,0.6,230,18
23.8,0.6,1,230,18.05
20.8,1,10,230,18.1
30.4,0.6,2.2,230,18.15
34.8,1,2.6,230,18.2
0,0,2.6,230,18.25
17.8,0.6,1.2,230,18.3
6,0.2,1.4,230,18.45
34.6,1,3,230,18.5
13.2,0.4,1.4,230,18.55
10.2,0.6,2,230,19
29.6341463414634,1.46341463414634,1.82926829268293,230,19.05
