AWC,CTC,CVC,SUBJECT,Time
10,0.6,1.4,435,9.45
11,0.6,3.8,435,9.5
4.8,0.8,12.4,435,10
23.4,1.6,8.4,435,10.05
16.6,2.2,4.6,435,10.1
43,4.4,11,435,10.35
52.6,4.4,13.2,435,10.4
23.2,3,19,435,10.5
1.4,0.2,0.4,435,11
1.4,0,0,435,11.05
2.6,0,0.8,435,11.2
44,3.8,9.6,435,11.35
3.4,0.2,3.2,435,11.45
24.4,1,8.6,435,11.5
27,1.4,5.6,435,12
16.4,0,0.2,435,12.1
26.2,2,13.4,435,12.35
68.4,0.8,0.8,435,13.2
26.6,1.8,8.4,435,15.5
2,0,1.8,435,16
9,0.4,7.2,435,16.1
43.2,2.6,6.2,435,16.15
0.8,0,3.4,435,16.25
0,0,0,435,17.15
