AWC,CTC,CVC,SUBJECT,Time
25.5263157894737,1.31578947368421,5.52631578947368,421,9.5
42,0.6,2.2,421,10
26,1.6,4.2,421,10.05
30.6,2,3.6,421,10.1
17.4,0.6,1.4,421,10.15
49.2,1.2,2.2,421,10.2
29.8,2,4.6,421,10.25
22.4,1,5,421,10.3
21.6,0.4,1.6,421,10.35
41.2,1.6,3.6,421,10.4
48,0.4,0.8,421,10.45
37.4,1.4,4,421,10.5
31.4,1.8,3.6,421,11
37,1.8,3.8,421,11.05
30,0.8,2.4,421,11.1
27.6,1.4,4.2,421,11.2
36.4,1.8,2.8,421,11.25
29.8,1.8,4.4,421,11.35
10.4,0.6,2.2,421,12
0,0,0,421,12.15
4.4,0,3,421,12.2
16,0.4,1,421,12.3
6.2,0.8,1.4,421,12.4
0,0,0.4,421,12.45
0,0,0.4,421,12.5
0.6,0.2,1.2,421,13.05
1.8,0,0.6,421,13.15
3.2,0.2,1.6,421,13.2
0,0,0.4,421,13.25
4.4,0,0.6,421,13.3
5,0,1.6,421,13.35
0,0,0.4,421,13.4
0,0,0,421,14.05
1,0.2,1.2,421,14.2
0,0,0.8,421,14.25
7.4,0.6,0.8,421,14.3
0,0,0,421,14.35
0,0,1.2,421,14.4
6.6,1,3,421,14.45
31.4,1.8,3.6,421,17
6.8,0.6,7.8,421,17.05
3.4,0.8,6.6,421,17.15
1,0.2,8.6,421,17.2
3.2,0.8,4.4,421,17.35
0.8,0.2,8.2,421,17.4
4,0.4,5.8,421,17.45
11.6,0.6,5.4,421,17.5
13.8,1,6.4,421,18
36,2.6,6.8,421,18.05
88,1.8,2.4,421,18.1
83,2.6,3.6,421,18.15
116.8,2.6,3.2,421,18.2
51.6,2.2,8.2,421,18.3
