AWC,CTC,CVC,SUBJECT,Time
7.8,0.6,5,260,7.4
6.6,0.4,3.8,260,7.45
11.2,1.8,2.4,260,7.5
10,0.6,1,260,7.55
21.2,3.8,10.2,260,8
9.4,1,4.2,260,8.05
1.4,0.2,1.2,260,8.1
5.8,0.2,4.8,260,8.2
8,0.4,2.8,260,8.25
10.8,0.6,4,260,8.3
4.2,0.4,8.6,260,8.35
4,0,1,260,8.45
8.8,0.6,1.2,260,8.5
29,1.2,2.8,260,8.55
2.8,0,0.8,260,9.05
0.6,0,1.6,260,9.1
15.2,0.8,3.2,260,9.15
1.2,0,2.6,260,9.2
27,1.6,4,260,9.3
5.2,0.8,2.4,260,9.4
1.2,0.2,2,260,9.45
3.4,0.4,1.2,260,10
2,0.2,1.8,260,10.05
3.4,0,1.2,260,10.1
4.6,0.2,3.4,260,10.15
1.4,0,1.8,260,10.2
1.8,0.2,1,260,12.2
0,0,0.8,260,13.05
7.4,0.8,4.6,260,13.15
5.4,1.2,5.4,260,13.2
5,0.6,5.6,260,13.25
7.6,1,6,260,13.3
10.4,1,7.8,260,13.35
4.4,0.4,2.2,260,13.5
11.8,0.6,2.8,260,13.55
12.3364485981308,1.68224299065421,7.85046728971963,260,15.15
4,0,0.8,260,15.4
2.6,0,2.8,260,15.45
6.4,0.2,0.6,260,16
4.6,0,7.8,260,16.1
0.8,0,3.8,260,16.15
2.6,0,0.2,260,16.25
2.4,0.2,2.2,260,16.3
4.8,0,0,260,16.35
10.4,0.6,1.8,260,16.4
3,0,1.4,260,16.45
25.2,0.6,1.8,260,16.5
12.4,0,1.4,260,16.55
2.4,0.2,4,260,17.35
1.2,0.2,5.6,260,17.4
5,0.2,2.4,260,17.45
2,0,0.8,260,17.5
1.4,0.2,6,260,17.55
3.4,0.6,0.8,260,19
8,0.6,4.8,260,19.15
3,0,1.4,260,19.25
12.4,0.6,1,260,19.35
1.6,0,0.2,260,19.4
8,0.6,1.2,260,19.45
4.6,0.4,2.4,260,19.5
13.4,1.4,2.6,260,19.55
12.2,1.2,3.4,260,20
60,5,10.8,260,20.05
