AWC,CTC,CVC,SUBJECT,Time
5.66037735849057,1.13207547169811,2.26415094339623,436,8.05
1,0.2,1,436,8.1
25.8,0.8,1,436,8.4
37.8,0.4,0.6,436,8.45
19,0.6,0.6,436,8.5
14,0.2,1.2,436,8.55
21.4,0.8,0.8,436,9
29.2,0.6,1.2,436,9.05
4.8,0.6,1.6,436,9.15
8.2,0.6,2.8,436,10.45
3.2,0.4,1.4,436,10.5
6.2,0.4,1.6,436,10.55
3.2,0.2,2.6,436,11.05
14.8,0.6,3.8,436,11.1
14,0.4,0.6,436,11.15
3.6,0.2,0.4,436,11.2
12.2,0.2,2.6,436,11.25
17.6,0.8,1.4,436,11.35
4.2,0.4,1,436,11.4
6,0.2,0.8,436,11.45
8.2,0.8,1.2,436,11.5
12,0.6,0.8,436,12
30.4,1.2,2.2,436,12.05
5.6,0.6,2.2,436,12.1
3.6,0,0.6,436,12.15
18.6,1.6,2.6,436,12.2
4.4,0.2,1.6,436,12.25
2.4,0,4.4,436,12.3
7,0.8,7.2,436,12.35
1.2,0.2,1.2,436,12.4
17.2,1.4,4.4,436,12.45
11,1.2,3,436,12.5
12.2,0.8,2.2,436,12.55
12.2,1,3,436,13
7,0.8,2.4,436,13.05
7.6,0.4,1.8,436,15.45
22.2,3.6,14,436,15.55
16,1.2,8.8,436,16
20.6,2,7.2,436,16.05
21.6806722689076,1.51260504201681,2.01680672268908,436,16.1
