AWC,CTC,CVC,SUBJECT,Time
47.6,3,4.2,425,12.55
18.8,0.8,1.2,425,14.5
1.2,0,0.2,425,14.55
11.2,1,4.2,425,15
8.6,0.6,3.8,425,15.1
36.4,1.4,2.6,425,10.15
34.2,1.6,3.6,425,10.2
45.6,3.2,6.4,425,10.25
35.8,2.6,5.2,425,11.15
64.8,3.2,9,425,11.2
26,1,4.2,425,12
40.4,2.4,3.4,425,12.05
7.8,0.6,4.4,425,12.1
26.4,1.6,2.4,425,12.15
42.2,2.2,4.4,425,12.25
82.4,3.4,6.6,425,12.35
98.4,3.6,6,425,12.45
29.4,1.2,3.6,425,12.5
39.6,1.4,3.8,425,12.55
69.4,2.6,4.4,425,13
51.4,2.8,4,425,14.45
7.2,0.2,1.6,425,15.15
22.2,1,1.8,425,15.5
