AWC,CTC,CVC,SUBJECT,Time
30.8163265306122,1.83673469387755,5.71428571428571,312,21.45
43.2,3.8,7.6,312,21.5
18.8,1.6,7.4,312,21.55
20.2,1.6,3.8,312,22
29,1.8,3.4,312,22.05
102.6,1.6,2.2,312,22.1
27,1.8,4,312,22.15
5.8,0.2,5.2,312,22.2
27.6,1.6,4,312,22.25
6.2,0.4,1.2,312,22.3
6.48648648648649,1.08108108108108,9.72972972972973,312,22.4
36.2,1.6,4,312,13.25
18,0.6,1.8,312,13.3
7.4,0.2,0.4,312,13.35
28,1.6,3.4,312,13.4
3.2,0.4,1.2,312,13.45
8.8,0,0.2,312,13.5
28,1,2.2,312,13.55
19.4,0.6,1.8,312,14
1.6,0,0.6,312,14.05
0,0,0.2,312,14.1
2.4,0,0,312,14.45
5,0.6,2,312,14.5
5,0.4,1.4,312,15
33.8,1.6,4,312,15.05
2.2,0.2,2.4,312,15.1
4,0.6,3.6,312,15.15
1,0,0.8,312,15.2
0.6,0.2,1,312,15.3
1.4,0.2,0.6,312,15.35
5,0.2,1.8,312,15.4
2.4,0.2,0.4,312,17.25
5.4,0.2,0.2,312,17.3
8.8,0.4,0.6,312,17.35
7.6,0,0.6,312,17.45
6.4,0.4,2.6,312,10.35
11.8,1.2,10.6,312,10.4
1.6,0.2,5.8,312,10.45
9.8,0.8,6.2,312,10.5
1.6,0,1.2,312,10.55
1,0,1.2,312,11
10.2,0.4,1,312,11.1
0.8,0.2,1.8,312,11.15
9.2,1.2,4.8,312,11.2
41.8,1.4,1.8,312,11.25
39.2,1.8,4.4,312,11.3
32.2,0.8,2.4,312,11.4
36.8135593220339,2.03389830508475,3.86440677966102,312,11.45
