AWC,CTC,CVC,SUBJECT,Time
18.6206896551724,0,0,13191,6.45
16.8,0.6,2,13191,6.5
7.2,0.2,2,13191,6.55
16,0.8,3.6,13191,7
11,0.4,1,13191,7.05
18.8,0.4,1,13191,7.1
35.8,1.6,2,13191,7.15
60,2.2,3.2,13191,7.2
52.4,0.8,1.4,13191,7.25
7.2,0.4,1.4,13191,7.35
20.4,1.4,4,13191,7.4
9.6,0.2,0.4,13191,7.5
20.8,0.2,1.4,13191,8
31.6,1.8,4,13191,8.05
38.6,1.4,3,13191,8.15
38.8,1.8,3.6,13191,8.2
45.4,1.4,3.4,13191,8.25
11.2,0.8,3.8,13191,8.5
52.2,4.2,12.8,13191,8.55
67.2,3.4,10.4,13191,9
38.8,0.8,1.8,13191,9.05
44.2,3.8,10,13191,9.1
30,1.8,6.8,13191,9.15
33.2,2.8,12.4,13191,9.2
5.6,1.6,5.6,13191,9.3
28,4.4,13,13191,9.35
10.4,1.8,8.8,13191,9.4
16.2,1.2,2.4,13191,9.45
37,0.4,1,13191,9.5
33.4,2.2,5.6,13191,9.55
9.2,0.2,6.2,13191,10
5.6,0,0.6,13191,10.2
32.8,0.4,0.8,13191,10.3
1.2,0,3.8,13191,10.55
1.4,0,1.6,13191,11
50.4,0,0,13191,11.1
21.4,0.6,1.4,13191,11.15
11,0.2,0.6,13191,11.2
24.4,0.6,1.4,13191,11.3
37,0.8,2.8,13191,11.35
21,0.4,1.4,13191,11.4
31.2,0.2,0.4,13191,11.5
16.6,1.2,2.2,13191,14.2
57.8,2.8,8.2,13191,14.25
45.4,0.8,2,13191,14.3
9,0.4,0.8,13191,15.05
8.2,0,1.2,13191,15.2
8.6,0,0.8,13191,15.25
19.6,0.2,0.8,13191,15.3
47.2,0.6,1.2,13191,15.4
7.2,0.4,1.4,13191,16
18.6,1.2,2,13191,16.05
15.2,0.8,1.2,13191,16.15
41.8,1,2.6,13191,16.2
6.2,0.6,2,13191,16.35
34,1,2.4,13191,16.45
4.8,0.2,1,13191,17.1
10.2,0,0.2,13191,17.15
1.2,0,2.8,13191,17.2
1.4,0,3.4,13191,17.25
5.6,0,0.4,13191,17.35
18.4,0.2,3,13191,17.4
42.6,1.2,2,13191,17.45
16.2,0.4,1.2,13191,17.5
6,0.2,1.2,13191,18
31.4,0.8,1.4,13191,18.3
39.4,0.4,0.4,13191,18.35
20.2,1.2,3,13191,18.45
27.6,1.2,2.2,13191,18.5
1.6,0,2.6,13191,18.55
25.2,0.8,2.8,13191,19
33,0.8,2,13191,19.1
39.8,0.6,2.2,13191,19.2
0,0,0,13191,19.35
27.6,0.4,2.4,13191,19.5
25.6,0.6,0.8,13191,19.55
62.6,3.2,9.2,13191,20
27.6,1,4,13191,20.05
76.8,3.4,7,13191,20.1
16.2,0.4,1.6,13191,20.2
36,1.4,3.8,13191,20.25
57.4,2.4,4,13191,20.3
49.4,1.6,3,13191,20.35
33.4,1,3.8,13191,20.4
15.4,0.8,2,13191,20.45
