AWC,CTC,CVC,SUBJECT,Time
6.2,0.4,1.8,13604,8.2
11.2,0.4,3.4,13604,8.35
14.2,0,1.2,13604,8.5
19.4,1,4.6,13604,8.55
3,0,1.4,13604,9.35
1.8,0.2,1,13604,9.4
5.6,0.8,1.4,13604,9.45
1.4,0.2,0.6,13604,9.55
3.4,0.2,0.6,13604,10.05
3,0,4.4,13604,10.2
17.2,0,0.2,13604,10.25
5.4,0.2,0.2,13604,10.3
4.2,0,1.2,13604,10.45
11,0.2,0.4,13604,10.5
0.8,0,0.2,13604,10.55
8,0.6,1.2,13604,11
1,0.2,2.4,13604,11.05
3.8,0.2,1.2,13604,11.1
2.2,0,0.8,13604,11.15
1.6,0.2,0.8,13604,12.15
22.4,1,3.4,13604,12.25
12.8,0.6,1.2,13604,12.3
13.4,0.2,1.6,13604,12.35
9,0.4,4.6,13604,12.4
5.8,0.8,8.4,13604,12.45
5,0.4,5.4,13604,13
3.2,0.4,3.6,13604,13.05
1.4,0.2,2.2,13604,13.1
7.2,0.4,5.2,13604,13.3
3,0.2,3.4,13604,13.35
45.2,2.2,5.2,13604,13.4
11.8,0.8,5.2,13604,13.45
3.6,0.4,3,13604,13.5
2.6,0.6,4.4,13604,14.45
9.8,1.4,5.8,13604,14.55
11.6,1,3.6,13604,15
14.2,1.2,6.8,13604,15.05
9,0.2,1.4,13604,15.1
0.8,0.4,2.4,13604,15.15
21.6,1.2,3.8,13604,15.2
17.2,0.4,2.4,13604,15.25
2.6,0.2,1.8,13604,15.3
4.8,0.4,2.4,13604,15.35
10,0.4,3.4,13604,15.4
16.2,1,4.2,13604,17.4
29,1.4,3.6,13604,17.45
17.2,0.4,1,13604,17.5
8.2,0.2,2.6,13604,18
