AWC,CTC,CVC,SUBJECT,Time
31.5789473684211,0,3.15789473684211,12520,8.5
28.8,3.8,6.4,12520,8.55
51,2.4,3.8,12520,9
28.6,0.2,0.4,12520,9.05
22.8,0.2,0.2,12520,9.2
19.4,0,0,12520,9.25
38.6,1,1.6,12520,9.3
46.2,2.4,3.8,12520,9.35
81.2,1.8,2,12520,9.4
34.4,2.4,7.4,12520,9.5
45.4,2.6,4.8,12520,9.55
82.6,3.8,5.4,12520,10.25
31.2,0.4,0.4,12520,10.3
12.6,0.2,1,12520,10.35
12,0.6,0.8,12520,10.4
2.8,0,1.6,12520,10.45
3.4,0.2,1.2,12520,10.5
22.6,1.4,4.2,12520,10.55
38.6,2.2,6.2,12520,11
82.8,2.2,6.2,12520,11.1
64.4,4.8,8.8,12520,11.15
18,1.6,4.4,12520,11.2
35,2.4,5.8,12520,11.25
6.4,0,0.2,12520,11.55
7,0,0.6,12520,12
42.8,0.4,2.2,12520,12.2
7.8,0.4,0.6,12520,12.35
2.4,0,1.4,12520,12.4
34,1,2.8,12520,13
47.2,1,1.8,12520,13.1
16.6,0.8,5.2,12520,13.15
35.2,1.4,2.8,12520,13.2
52.4,1.6,3.4,12520,13.4
23.8,0.8,2,12520,13.45
39.6,0.2,0.2,12520,13.5
17,0.4,1.6,12520,14.2
44,1.8,2.2,12520,17.15
53.8,2.4,4.2,12520,17.2
80,6.2,8.8,12520,17.25
55,2.4,6.2,12520,17.3
53,0.6,0.8,12520,17.35
13.2,0.4,0.4,12520,17.4
49.4,1,2.2,12520,17.45
51.6,0.6,0.8,12520,17.5
26,2.4,4.8,12520,17.55
40,1.2,3.4,12520,18
14,0,0,12520,18.05
38.8,1,1,12520,18.1
31,1,2.4,12520,18.15
29.6,0.6,1.4,12520,18.2
61,0.8,0.8,12520,18.5
41,0.8,1,12520,18.55
2.6,0,1,12520,19
30.4,1.4,4.4,12520,19.05
48.6,1,3.8,12520,19.1
46.2,0,0,12520,19.15
38.2,0.8,1.4,12520,19.2
68.8,0.2,0.4,12520,19.25
44.4,0.8,3,12520,19.3
70.6,2.4,4.8,12520,19.35
22.4,0.8,2,12520,19.45
105.2,1.6,2,12520,19.5
32.4,0.4,2.2,12520,20
69.8,0.4,0.4,12520,20.25
