AWC,CTC,CVC,SUBJECT,Time
46.5354330708661,2.1259842519685,3.30708661417323,12547,7.2
4.4,0.2,3.6,12547,7.25
15,0.6,4,12547,7.3
7.2,0.6,2.4,12547,7.35
56.4,2.2,3.8,12547,7.4
65.4,2.4,3,12547,7.45
60.6,3.6,6,12547,7.5
39.6,3.2,5.6,12547,7.55
55,2.2,4.4,12547,8.1
28.8,1.6,5.8,12547,8.15
10.6,1.2,6.4,12547,8.25
2.4,0.2,2.2,12547,8.3
22,1,2.6,12547,8.35
12.4,0.6,1.4,12547,8.4
2.4,0.2,1,12547,8.45
17,1.4,6.4,12547,8.5
34,1.4,4.2,12547,8.55
24.8,1.8,4.6,12547,9.05
70,2,4.2,12547,9.1
31.8,0.8,2.4,12547,9.15
14.4,1.8,2.6,12547,9.2
42.2,2.6,8,12547,9.25
40.8,2.2,6.8,12547,9.3
31.2,2.2,8.6,12547,9.35
21.6,1.4,5.2,12547,9.4
23.2,0.6,1.8,12547,9.45
23.2,1.6,7.2,12547,9.5
22.6,1.2,2.4,12547,9.55
9.2,0.4,1.8,12547,10.05
12.6,1.4,6.6,12547,10.1
14.6,1.4,4.6,12547,10.15
16.2,1.8,8.2,12547,10.2
35.8,2.4,4.2,12547,10.25
31.2,1.2,4.6,12547,10.35
19.8,0.8,1.8,12547,10.4
3.4,0,0.4,12547,10.45
6.6,0.4,2,12547,10.5
11.2,0.6,3,12547,10.55
17,0.8,1.4,12547,11
22,2.4,7.6,12547,11.05
8.6,0.4,2.4,12547,11.1
30.4,2,8,12547,11.15
4.8,0.4,3,12547,11.2
80.4,3.6,8.4,12547,11.25
43.8,1.4,3.8,12547,11.35
51.6,2,6,12547,11.4
96,2.6,4.2,12547,11.45
1.2,0,1.4,12547,13.3
7.6,0,0,12547,13.35
34.2,2,2.6,12547,13.4
14.2,1.6,5.4,12547,13.45
22.8,1.2,4.4,12547,13.55
21.2,1,2.6,12547,14
21.2,0.6,2.8,12547,14.1
35,1.6,3,12547,14.15
18.8,1,3.6,12547,14.2
7,0.8,3.8,12547,14.25
5.4,0.6,3.2,12547,14.3
25.2,1,4.8,12547,14.35
13.8,1.6,5.4,12547,14.4
31.6,2.2,5.6,12547,14.45
9.6,0.6,1.8,12547,14.5
66,2.8,6,12547,14.55
21,1.8,4.6,12547,15
49.6,0.6,1.4,12547,15.05
73.8,1.6,3,12547,15.2
54.2,2,6.6,12547,15.55
21.2,1.8,7,12547,16
14,2.4,8.6,12547,16.05
103.2,3.8,6,12547,16.1
67.6,2.4,4,12547,16.15
99.6,2.4,3.6,12547,16.2
86.4,4.2,5.4,12547,16.25
51.8,2.4,4.8,12547,16.3
73.8,4.4,8,12547,16.35
35.6,2,5.4,12547,16.4
27.8,1.2,1.8,12547,16.45
66.4,3.4,7.2,12547,17
38.2,1,2.4,12547,17.2
46.4,1.6,3.4,12547,17.25
2.4,0,0.2,12547,17.4
4.6,0,0.2,12547,17.45
4,0,0.2,12547,17.5
9.2,0.2,2.8,12547,18
10.4,0.2,0.8,12547,18.1
11,0.2,2.2,12547,18.15
30,1,2.8,12547,18.2
58,2,4.6,12547,18.25
