AWC,CTC,CVC,SUBJECT,Time
36.7224080267559,0.20066889632107,1.00334448160535,11035,5.3
1.8,0.2,3.8,11035,5.35
1.2,0.2,4.8,11035,5.45
2.8,0.4,9.8,11035,5.5
1.8,0,3,11035,5.55
8.8,0.6,6.4,11035,6
16.4,2.4,13.6,11035,6.05
25.8,0.8,2.2,11035,6.1
52.4,1.8,3.8,11035,6.15
17.4,0.8,4,11035,6.2
43.8,2.8,10.2,11035,6.25
15,0.4,2.6,11035,6.3
20,0.8,1.6,11035,6.35
9.4,0.2,3,11035,6.4
6.6,0,2.4,11035,6.45
3.2,0.2,4.4,11035,6.55
12,0.2,0.6,11035,7
62.4,1,1.8,11035,7.05
61.6,1.4,1.4,11035,7.1
73,2.6,4.2,11035,7.15
47,3.4,7.2,11035,7.2
45.6,2.4,4.8,11035,7.25
40.4,2.4,5.6,11035,7.3
13.4,0.4,3.2,11035,7.35
38,1.2,7.2,11035,7.4
17.6,1.8,7.2,11035,7.45
32.8,1,1.4,11035,8.55
47,1.8,3.8,11035,9.1
13.2,0.8,1.4,11035,9.4
102.8,1.2,1.2,11035,9.5
59.4,0.4,0.8,11035,9.55
43.8,2.2,3,11035,10
9.6,0,0.2,11035,10.35
14.4,0.6,1.4,11035,10.5
48.2,1.4,2,11035,11.25
57.6,1.4,2.6,11035,11.3
17.8,0,3.8,11035,11.5
37.8,2.4,5.6,11035,12.15
40.8,1.8,4.4,11035,12.2
101.4,2.6,4,11035,12.3
77,3.2,6.4,11035,12.35
99.2,2.4,5.8,11035,12.5
14.4,1.2,3.4,11035,12.55
58.8,3.6,8.8,11035,13
34.6,1.4,3.4,11035,13.05
70,2.8,5.2,11035,13.1
26.2,2,5.4,11035,13.15
9.2,0.6,0.8,11035,13.2
47,0.6,0.8,11035,13.3
10,0.4,1.2,11035,13.35
39,1,3.2,11035,13.4
15.4,0.8,7.2,11035,13.45
8.6,0.4,1,11035,15.35
89.2,2,3.2,11035,16.05
98.2,3,3.6,11035,16.15
31.8,1.4,2.6,11035,16.2
42,3,9.2,11035,16.3
27.2,1,4,11035,16.35
34.6,1.2,4.4,11035,16.5
13,0.4,0.8,11035,16.55
19.8,1.2,4.6,11035,17
24.4,1.2,2.8,11035,17.05
3,0.2,4,11035,17.1
24.6,0.2,1.4,11035,17.25
14.6,0.6,2.2,11035,17.3
29,0.8,2.2,11035,17.4
26.2,0.2,0.2,11035,17.45
11.6,0.4,1,11035,17.5
15,1.2,1.4,11035,17.55
39,1.8,6.4,11035,18
60,4.2,7,11035,18.45
