AWC,CTC,CVC,SUBJECT,Time
89.3103448275862,4.48275862068966,5.86206896551724,12316,7.55
85.6,3.6,4,12316,8
87.6,5.2,8.2,12316,8.05
29.8,2.2,8.2,12316,8.1
22.8,2.8,4.8,12316,8.15
23,2,7.4,12316,8.2
34.6,2.4,6.2,12316,8.25
26.6,3.2,9.4,12316,8.3
22.2,2.6,8.2,12316,8.35
15.6,0.8,6.4,12316,8.4
24.4,1.6,4.6,12316,8.45
26.6,2.2,5,12316,8.5
16.8,1.2,6.4,12316,8.55
10.6,1,4,12316,9
21.2,1.4,2.8,12316,9.05
3.6,0.4,4.4,12316,9.1
6,0.8,3.2,12316,9.15
13.6,0.6,1.2,12316,9.2
37.4,2.2,6.4,12316,9.5
24.8,0.8,3.2,12316,9.55
29.6,2.8,6.6,12316,10
26,1.2,4.6,12316,10.05
27,2.4,5,12316,10.1
39.2,2.8,5,12316,10.15
64.4,3.6,6.8,12316,10.2
38.8,4,6.6,12316,10.25
56.4,2.6,3.8,12316,10.3
65,2.6,4.8,12316,10.35
58,5,7.4,12316,10.4
33,2.6,4,12316,10.45
24.8,2.2,5,12316,10.5
31,2,5.6,12316,10.55
22.2,1.4,4.4,12316,11
41.8,2.8,9.4,12316,11.05
34.2,2,4.4,12316,11.1
38.8,3,9.4,12316,11.15
49.2,3.6,5.4,12316,11.2
91.2,2.6,3.8,12316,11.25
32,3,4.8,12316,11.3
55.4,3.2,7.2,12316,11.35
49.6,2.8,5.8,12316,11.4
32.8,4,8.4,12316,11.45
11,1.4,7,12316,11.5
28.2,3.4,7.2,12316,11.55
10,1,4.6,12316,12
16.4,1.6,5.6,12316,12.05
19.2,1.2,3.4,12316,12.1
34.8,1.6,4.2,12316,12.15
18.8,2.8,8.8,12316,12.2
68.2,2.2,3.8,12316,12.25
41,2.4,5,12316,12.3
22.4,2.4,7,12316,12.35
51.4,4.4,8.4,12316,12.4
28.8,1.4,4.2,12316,12.45
45.2,3.2,4.2,12316,12.5
43,1.6,2.8,12316,14.25
33.2,3.4,8,12316,14.3
10.6,0.8,4.8,12316,14.35
33.2,1.6,3.2,12316,14.4
24.6,1.4,3,12316,14.45
12.2,1.2,1.6,12316,14.5
8.8,0.8,2,12316,14.55
20,1.2,3.4,12316,15.05
9.4,1,2.6,12316,15.1
40.2,1.2,4.8,12316,15.15
3.4,0.2,3.2,12316,15.2
10.8,0.6,5.4,12316,15.25
6.4,0.4,4.6,12316,15.3
19.4,2.4,6,12316,15.35
19.2,1.4,6.8,12316,15.4
0.8,0.2,9.6,12316,15.45
17.4,2.2,9.4,12316,15.5
43.4,3.4,7.4,12316,15.55
6.4,0.2,1.8,12316,16.1
21.4,1,4,12316,16.15
75,2.8,3.2,12316,16.25
57.2,3.8,4.6,12316,16.3
36.6,3,6.8,12316,16.35
29.6,2,5.2,12316,16.4
58.2,3.2,6.8,12316,16.5
75.8,5,10.6,12316,16.55
113.2,4.6,8,12316,17
83.6,2.6,3.6,12316,17.05
32.8,1,2.6,12316,17.3
31,2.6,5.4,12316,17.35
20.8,2.4,8.6,12316,17.4
59.8,4.4,7.2,12316,17.45
65.8,5.4,8.6,12316,17.5
57.6,5.6,8.6,12316,17.55
35.6,2.6,4.4,12316,18
71.6,3.8,8,12316,18.1
36.8,3.4,7.6,12316,18.15
49.6,3,6,12316,18.2
18.8,2.4,10.8,12316,18.3
25,2.8,11.4,12316,18.35
13.6,1.4,8,12316,18.4
10.8,1.8,6.4,12316,18.45
13.8,1,4.4,12316,18.5
25,3.8,11,12316,18.55
39.2,1,1,12316,19
27.2,0.8,1.2,12316,19.1
