AWC,CTC,CVC,SUBJECT,Time
43.3333333333333,3.09523809523809,9.04761904761905,13128,7.55
34.6,2,6.8,13128,8
51.2,4.4,11.6,13128,8.05
64.8,3.8,4.8,13128,8.1
65,3.8,7,13128,8.15
47.6,3.6,10.4,13128,8.2
54,5.2,12,13128,8.25
36.4,1.8,7.6,13128,8.3
55,6,13.6,13128,8.35
24.2,1.6,3.8,13128,8.45
12.6,0.8,8.8,13128,8.55
26,3,9,13128,9
17.6,1,7,13128,9.05
31.8,2.6,6.6,13128,9.1
27,2.8,12,13128,9.15
22.2,1.2,3.8,13128,9.2
3.8,0.6,2,13128,9.3
7.2,0.6,0.8,13128,9.45
3.40909090909091,0,0,13128,10.15
12.1518987341772,0.759493670886076,2.27848101265823,13128,10.3
25.2,0.6,0.8,13128,10.45
5.8,0,1.2,13128,11
9,0.8,2.2,13128,11.05
18.4,0,1,13128,11.2
26,0.8,2.4,13128,11.25
31.6,1.8,4.6,13128,11.3
26.4,1.2,8.4,13128,11.35
30,1.8,6.6,13128,11.4
38.2,2.4,8,13128,11.45
71.2,2.6,6.6,13128,11.5
3.4,0.4,5,13128,11.55
10,0.8,1.8,13128,12
8,0.4,4.4,13128,12.05
8.8,0.8,10.6,13128,12.1
6.8,0.2,0.4,13128,12.15
26.9565217391304,0.217391304347826,1.08695652173913,13128,15.3
27.8,1,2.6,13128,15.35
45.4,1.6,3,13128,15.4
30.6,1.4,3.8,13128,15.45
28.4,2.8,8,13128,15.5
64.4,4.2,8.8,13128,15.55
54.4,3.2,10.4,13128,16
35.8,2.8,8.6,13128,16.05
13,0.8,5.4,13128,16.1
27.4,1.2,3.8,13128,16.15
36.6,1.6,4.4,13128,16.4
26,1.6,6.6,13128,16.45
18.8,2.6,10.4,13128,17.05
31.8,2,3.8,13128,17.1
58.4,3,6.8,13128,17.15
86.8,2,4,13128,17.2
8,0.6,13.4,13128,17.25
4,0.4,15,13128,17.3
87.2,2.6,4.8,13128,17.35
29.8,1.4,6.8,13128,17.4
59.4,2.2,6,13128,17.45
76.4,0.4,0.6,13128,17.55
86.4,5,8.2,13128,18
34.2,2.4,11,13128,18.05
58.4,3.2,6.8,13128,18.25
76.2,3.6,6.4,13128,18.3
109.8,0.8,0.8,13128,18.55
10.4,0,0.6,13128,19.2
