AWC,CTC,CVC,SUBJECT,Time
26.9896193771626,1.66089965397924,3.52941176470588,12737,8.15
14,0.8,4,12737,8.3
7.2,0.6,3,12737,8.35
18.2,1.4,5.6,12737,8.45
18.4,0.8,4.4,12737,8.5
21.8,0.6,4.4,12737,8.55
57,4,8.2,12737,9.05
17,2.2,6,12737,9.1
5,0,0.2,12737,9.45
20.8,0.8,3.4,12737,9.5
11.6,0.8,3.2,12737,9.55
1.2,0.2,5.4,12737,10
1.4,0.2,0.8,12737,10.1
2.4,0.4,3.2,12737,10.15
19,1.6,5,12737,10.2
19,1,4,12737,10.25
3.8,0.6,3.4,12737,10.3
4.4,0.6,3.8,12737,10.35
3.8,0.6,4.4,12737,10.45
0.8,0,3.4,12737,10.5
23.4,1.8,5.2,12737,11
28,0.8,1.2,12737,11.1
5,0.8,4.6,12737,11.15
15,1.4,6.2,12737,11.2
4.8,0.4,5.2,12737,11.25
20.2,2.6,9.2,12737,11.3
18,1.2,7.2,12737,11.35
27,1,2.4,12737,16.05
43.8,1.2,2.4,12737,16.1
55.4,4.6,8.8,12737,16.15
5,0.6,3,12737,16.2
0,0,15,12737,16.25
15.4,0.4,5.2,12737,16.3
4.8,0.6,4.6,12737,16.35
1.8,0.4,2.4,12737,16.4
2.6,0.4,2.2,12737,16.45
1,0.2,3,12737,16.5
5.8,1,8,12737,16.55
2.2,0.4,5,12737,17
5.2,0.4,6,12737,17.05
103.8,2.6,6,12737,17.1
62.2,1.8,8.6,12737,17.15
9.6,1.4,14.6,12737,17.2
13,2,12.8,12737,17.25
12.2,1,12,12737,17.3
5.8,0.8,10,12737,17.35
4.2,0.8,6.6,12737,17.4
4.4,0.6,6,12737,17.45
5.6,0.4,5.4,12737,17.5
5.4,1,4.4,12737,17.55
52.8,2.6,8.6,12737,18
9.2,0.8,2.2,12737,18.05
74.6,2.2,5,12737,18.2
1.8,0.2,6.4,12737,18.3
7.6,0.8,4.8,12737,18.35
6.6,0.6,1.4,12737,18.4
6.2,0.4,2.8,12737,18.45
2.8,0.2,2,12737,18.5
23.2,0,0,12737,18.55
22.6,0.4,3,12737,19
4.4,0,1.8,12737,19.15
