AWC,CTC,CVC,SUBJECT,Time
5.4,0.4,2.2,12390,7.45
7.2,0,2,12390,8
3,0,0.4,12390,8.05
7.2,0,0.4,12390,8.15
4.8,0.4,1.6,12390,8.4
14.8,1,3.2,12390,8.55
10.4,0.2,0.8,12390,9
11.6,1,5.4,12390,9.05
3.6,0.2,0.4,12390,9.15
14,0.4,1.6,12390,9.2
14.8,0.6,1.8,12390,9.35
8.4,0.6,1.6,12390,9.5
36,1.2,3.4,12390,10.45
25.8,1,5.6,12390,10.5
25.2,1.6,3.2,12390,10.55
45.6,1.6,3,12390,11
0,0,1.2,12390,11.1
4.4,0.4,2,12390,11.15
11.6,1,1.8,12390,11.2
3.4,0,0,12390,11.25
20.4,1.4,3,12390,14.2
6.2,0.4,2,12390,14.4
5.4,0.4,2.8,12390,14.45
2.6,0.2,1.2,12390,14.5
2,0.2,2.2,12390,15
6.2,0.2,3.6,12390,15.1
117,3,8.6,12390,15.5
23.8,1,3.6,12390,16.1
18.4,1.6,7.6,12390,16.15
6.6,0.2,2.4,12390,16.2
11.6,1,6.2,12390,16.25
19.6,0.8,2.4,12390,16.5
35.4,1.8,4.6,12390,17.25
16.8,0.8,3.8,12390,19.2
25.6,1.8,3,12390,20.5
14.8,0.8,3,12390,21.05
8.8,0.6,3,12390,21.2
4.2,0.4,2.8,12390,21.25
6,0,0.4,12390,22
57.6,1,2.2,12390,22.05
30.4,1.2,2,12390,22.1
74.6,2.6,3.4,12390,22.2
4.2,0,0.2,12390,22.3
181.2,3.4,3.8,12390,22.4
203.2,1.4,1.4,12390,22.45
