AWC,CTC,CVC,SUBJECT,Time
53.6,2,2.8,13326,7.05
1,0,0,13326,7.15
2,0,0.8,13326,7.2
12.6,1.2,3.4,13326,7.25
1.8,0,0.4,13326,7.4
5,0.4,1,13326,7.5
11.8,0.2,2.8,13326,7.55
3.8,0,1,13326,8
9.8,0.4,3.8,13326,8.05
4.6,0.2,0.4,13326,8.1
14.4,0.8,4,13326,8.2
1.2,0,1.4,13326,8.25
14,0.8,2.6,13326,8.3
3.6,0.2,1.4,13326,9
4.2,0,0.2,13326,9.1
7.8,1.2,3,13326,9.2
2.6,0,0,13326,9.25
2,0.4,0.8,13326,9.4
1.2,0.2,0.4,13326,9.45
8.2,0,0,13326,9.5
3,0,0.2,13326,9.55
3,0,0,13326,10
11.6,0,2.8,13326,10.2
19.6,0.4,0.6,13326,10.25
4.4,0.2,4,13326,10.4
5.4,0.2,0.8,13326,10.45
2.6,0.4,4.2,13326,10.5
3.2,0.2,1.4,13326,10.55
6.8,0.4,2,13326,11
2.8,0,0.2,13326,11.05
8.2,0.6,2.4,13326,11.1
5.2,0.2,2.2,13326,11.15
31,2,3.8,13326,11.2
7.8,0.4,0.6,13326,11.25
11,0,1,13326,12.2
2.6,0.4,0.8,13326,12.3
4.6,0,0.4,13326,12.35
1.2,0.2,0.4,13326,12.4
8.2,0.2,1,13326,12.45
10.8,0.6,2.4,13326,12.5
10,0.8,1.8,13326,12.55
6.2,0.2,1,13326,13
1,0,1,13326,13.05
14.6,0.4,2,13326,13.15
1.4,0,0.2,13326,13.5
0.6,0,0.6,13326,14.05
10,0,0.6,13326,14.25
1.6,0,1.4,13326,14.3
4.2,0,2.4,13326,14.35
7.6,0.6,3.2,13326,14.4
4.4,0,1.2,13326,14.45
19.2,1,1.2,13326,14.5
1.6,0,0.4,13326,16.55
2.8,0,0.4,13326,17.15
4.4,0,0.2,13326,17.4
4.6,0,0.2,13326,17.45
6.4,0,0.4,13326,18.05
1.6,0.2,1,13326,18.15
11.2,0.6,1.8,13326,18.2
25.4,1.6,3.4,13326,18.4
51.2,0.6,1,13326,19.05
6.6,0,0,13326,19.25
9.6,0,0,13326,19.35
