AWC,CTC,CVC,SUBJECT,Time
19.4,1,1.8,13079,8.3
26,1.8,6.2,13079,8.35
29.4,3.6,12,13079,8.4
35.6,3.2,11,13079,8.45
6.8,1.6,14.8,13079,8.5
34.8,3.4,6.8,13079,8.55
45.6,3.6,5.4,13079,9
73.2,6,14.6,13079,9.05
30,2.6,9.2,13079,9.1
36.6,3.6,9,13079,9.15
39,2.8,6.4,13079,9.2
36.8,4.4,12.2,13079,9.25
139,2.2,4.8,13079,9.3
38.6,3,6.8,13079,9.35
53,4.4,10.4,13079,9.4
79.2,4.2,9,13079,9.45
35.2,1.6,7.6,13079,9.5
24,2.2,8.8,13079,9.55
35,2.2,5.8,13079,10
43.6,4.4,7.6,13079,10.05
36.8,4,9.4,13079,10.1
23,1.8,11,13079,10.15
26.4,2.2,4.4,13079,10.2
14.8,1,3.8,13079,10.25
24.4,2.2,9.2,13079,10.3
30.8,2.4,8.2,13079,10.35
11,1,5.6,13079,10.4
46.8,2,4.8,13079,10.45
31.8,1.4,4.2,13079,10.5
53.6,2.4,3.2,13079,10.55
36.4,1.6,2,13079,11.05
21.6,1.2,2.4,13079,11.1
16.2,0.4,1,13079,11.2
25.8,1.6,3.8,13079,11.3
10.6,0.8,2.8,13079,11.35
32,2.4,6.4,13079,11.4
11.2,0.6,1.8,13079,11.45
29.6,3.8,10.6,13079,11.5
4.4,0.2,1.2,13079,11.55
48.6,3.6,10.6,13079,14.45
31.4,3.2,11.8,13079,14.5
19.2,1.4,5.8,13079,14.55
9.4,1.2,8.2,13079,15
4,0.6,5.8,13079,15.05
31.6,3,9.8,13079,15.1
52.2,3.2,5.8,13079,15.2
24.2,0,0.2,13079,15.3
7.6,0,0,13079,15.45
73,1.4,2,13079,15.5
41,2.4,10,13079,15.55
22.4,1.2,5,13079,16
130,3.2,6,13079,16.05
56.6,4.8,12.8,13079,16.1
17.4,2.6,14.6,13079,16.15
7,0.8,3.6,13079,16.2
11.4,1,4.4,13079,16.25
30.4,2.8,6.2,13079,16.3
49.6,2.2,7.2,13079,16.35
18.4,1.2,4.2,13079,16.4
14.2,1.6,10.2,13079,16.45
14,1.2,9,13079,16.5
20,1.4,7,13079,16.55
23,1,5.2,13079,17.05
7.8,0.6,0.6,13079,17.1
17.2,2,6.6,13079,17.15
6,1.2,6,13079,17.2
19.6,2,3.8,13079,17.25
22.2,2.4,9.8,13079,17.3
35,2,9.8,13079,17.35
34.2,4,11.2,13079,17.4
11.2,0.4,1.6,13079,17.45
9,1.2,5,13079,17.5
10.2,0.4,2.8,13079,17.55
44.2,3.6,8.4,13079,18
13,0.4,1.6,13079,18.05
41.8,1.2,3,13079,18.1
73.2,2.4,9.8,13079,18.15
13,1,1.6,13079,18.4
4.2,0,0,13079,19.05
4,0,0.2,13079,19.55
1,0,0.2,13079,20
1.4,0,0.4,13079,20.1
0,0,0.4,13079,20.2
98.2,4.2,5,13079,20.3
35.2,1.4,3.8,13079,20.4
66.2,1.6,4,13079,20.45
80.4,3.2,5.8,13079,20.5
85.8,1.8,4,13079,20.55
