AWC,CTC,CVC,SUBJECT,Time
30.2,1,1.4,12417,7.4
8.8,0.8,4.8,12417,8.35
41.8,1.2,3.4,12417,8.4
9.8,0.2,3.2,12417,8.45
34,1.2,2.2,12417,9.15
55.8,2.4,5.8,12417,9.2
41.6,1.4,3.4,12417,9.25
37.4,1.4,4,12417,9.35
14.2,0.4,1,12417,9.4
11.2,0.4,1.8,12417,9.5
1.2,0.2,4.8,12417,9.55
6,0.2,6.8,12417,10
18.6,0.6,2.8,12417,10.05
7.6,0.2,4.2,12417,10.1
19.8,0.2,1,12417,10.15
19.2,0.6,4.2,12417,10.2
1.2,0,2.2,12417,10.3
14.8,0.4,1.6,12417,10.35
34.8,1.2,4.2,12417,10.4
4.2,0.4,4.6,12417,10.45
38.8,1.2,3.8,12417,10.5
4.6,0,0.2,12417,11.5
5.8,0,0.2,12417,12.05
60.6,2.8,6,12417,15.55
0,0,0.8,12417,16.3
4.6,0,0,12417,16.35
11.2,0.4,1.2,12417,16.45
7,0.2,1.4,12417,16.5
0.4,0.2,1,12417,17.1
4.2,0.2,1,12417,17.35
6,0.4,3,12417,17.45
9.2,0.2,4,12417,17.55
6,0.2,4,12417,18
11.2,0.8,1.2,12417,18.1
2.2,0.2,1.4,12417,18.15
18.6,0.2,0.6,12417,18.2
7.4,0,0.2,12417,18.25
3.6,0.2,0.4,12417,18.3
10.6,0.4,0.6,12417,18.35
9.6,0.2,1.6,12417,18.4
4.6,0,0.2,12417,19
15,0,0,12417,19.2
