AWC,CTC,CVC,SUBJECT,Time
78.6885245901639,0.983606557377049,4.91803278688525,11327,9.1
4,0.4,1.8,11327,9.15
5.8,0,2.2,11327,9.2
63,1,1.6,11327,9.25
40.8,1,2,11327,9.3
29.4,0.4,0.4,11327,9.4
65,1.2,2,11327,9.45
53.2,1,1.8,11327,9.5
14,0.4,2,11327,9.55
41.4,0.8,4,11327,10
23.6,1.8,3.8,11327,10.05
50.8,0.8,1.8,11327,10.1
30.2,1.2,1.2,11327,10.15
41.2,1.2,3,11327,10.2
19,0.6,2,11327,10.25
23,2,4.6,11327,10.3
49.6,2,5.4,11327,10.35
29.8,1.6,4.2,11327,10.4
47,3,7.2,11327,10.45
46.8,3,7,11327,10.5
3.2,0.2,1.8,11327,10.55
11.6,1,5,11327,11
15.6,0.6,2.4,11327,11.05
26.6,1,1.8,11327,11.1
3.6,0.6,3.4,11327,11.15
41.4,1,2.4,11327,11.2
24,1.8,6.4,11327,11.25
19.8,1.2,3,11327,11.3
16.4,1.2,2.8,11327,11.35
29,1.4,4.2,11327,11.4
52.8,2.6,7.6,11327,11.45
11,0.8,2.4,11327,11.5
42.4,1.4,2.8,11327,11.55
3,0,0,11327,12
35.2,1.6,3.6,11327,12.1
8.4,0,0,11327,12.3
42,3.8,8.6,11327,12.5
8.4,0.4,1,11327,12.55
45.2,1.8,2.8,11327,13
31.8,0.8,1.6,11327,13.05
25.2,1.4,3.2,11327,13.1
36.2,2,4,11327,13.15
20.6,0.8,1.4,11327,13.2
57.4,3.8,5.4,11327,15.25
45.6,2,3.4,11327,15.3
7.4,0.6,1.4,11327,15.4
11.6,0.6,1.2,11327,15.55
19.2,0.8,2.6,11327,16
8.4,0.6,2,11327,16.05
25.4,1.4,2.6,11327,16.1
11.2,0.4,2.8,11327,16.2
40.8,2.6,5.4,11327,16.25
62.4,3.4,7.2,11327,16.3
10.4,0.2,1.4,11327,16.35
76,2.6,3.2,11327,16.4
8.6,0,0.8,11327,16.45
19.4,0.2,0.6,11327,16.5
6.8,0.2,0.8,11327,16.55
4.2,0.2,0.2,11327,17
2.8,0,0.2,11327,17.05
2.6,0,0.4,11327,17.35
6.8,0,0.6,11327,17.4
3.8,0.2,1.2,11327,17.45
0.4,0,0,11327,18.2
4,0.2,2.4,11327,18.3
2.8,0.2,1,11327,18.35
4.6,0.4,2.6,11327,18.45
5.2,0.2,0.8,11327,18.5
5.2,1,4.2,11327,18.55
13.6,0.4,3.8,11327,19
10.6,0.2,1,11327,19.1
54.4,2.8,5.6,11327,19.15
76.8,3,5.2,11327,19.2
39,0.8,2.4,11327,19.25
61.6,1.6,3.8,11327,19.3
64,3.2,9.6,11327,19.35
26.4,2,3.6,11327,19.4
73.2,1.8,2.6,11327,19.45
12,0.6,1,11327,19.5
7.4,0.2,3.2,11327,19.55
9.2,0.6,2.6,11327,20
10.8,1.2,4.8,11327,20.05
15.4,0.8,2.6,11327,20.1
6.8,0.2,2.4,11327,20.15
9.8,0.6,1.8,11327,20.2
10.6,0.8,3.4,11327,20.25
6.2,0.2,2,11327,20.3
5.2,0.6,2,11327,20.35
31.8,1.4,2.6,11327,20.45
16,1,7.2,11327,20.5
11.4,0.4,3,11327,20.55
6.8,0.6,2.2,11327,21.1
17.2,1.2,2.8,11327,21.15
40.2,2.2,5,11327,21.25
79,3.6,5.2,11327,21.3
33.4,0.8,1.4,11327,21.35
