AWC,CTC,CVC,SUBJECT,Time
9.63730569948187,0.932642487046632,1.86528497409326,11200,6.3
7.6,1,4.8,11200,6.35
8.4,1.4,4,11200,6.4
23.6,0.8,4.4,11200,6.45
14.4,1.4,6,11200,6.55
3.2,0.4,7,11200,7.2
25.2,0.4,0.6,11200,7.4
20.8,1.6,6.6,11200,7.5
2.4,0.2,4.6,11200,8
11.6,2,7.8,11200,10.3
1.4,0.2,12.2,11200,10.35
19.8,2.2,18.2,11200,10.4
16.8,2.4,10.6,11200,10.45
8.2,1,7.6,11200,10.5
7,0.6,9.4,11200,11
1.4,0.4,11,11200,11.05
14,2,12,11200,11.15
10.2,0.4,1.2,11200,11.2
6.4,0.4,2.2,11200,11.25
0,0,1,11200,12
0,0,0.4,11200,12.15
1.2,0,0.2,11200,12.2
5.2,0,0.8,11200,12.25
3.2,0.2,2.4,11200,12.4
9.8,0.2,1.4,11200,12.55
9.6,0.6,4.4,11200,13
2.6,0.2,4,11200,13.15
0,0,1.6,11200,13.2
1.6,0,4.4,11200,13.25
3.2,0.2,1,11200,16.5
6.2,0.4,2.6,11200,16.55
1.6,0.4,7.6,11200,17
3,0.8,10.2,11200,17.05
4.8,0.2,3.8,11200,17.1
12.6,0.8,4.4,11200,17.15
1,0.4,4.8,11200,17.2
1.4,0,1.8,11200,17.3
16.4,1.2,5.6,11200,17.35
20.4,1.4,4.6,11200,17.45
4.8,0.4,5.6,11200,17.5
3.6,0.2,0.8,11200,18
