AWC,CTC,CVC,SUBJECT,Time
71.8,1.8,3.4,13061,9.35
100.4,3.6,5.6,13061,9.4
31.8,1.4,5.2,13061,9.45
64,3.4,4.2,13061,9.5
46.8,1.6,4.8,13061,9.55
22.6,0.4,1,13061,10.1
49,1.4,2.2,13061,10.15
21.4,1.2,1.6,13061,10.2
0.6,0,0.2,13061,10.25
23.2,0,0,13061,10.3
82,1.4,2.4,13061,10.4
17,0.4,1.6,13061,10.45
16,0.2,0.4,13061,10.5
16.8,0.6,4,13061,11
36.8,1,1.6,13061,11.1
1,0,0.2,13061,11.15
13.4,0.4,0.4,13061,11.35
51.6,1.6,3.8,13061,11.4
10.2,0.6,0.6,13061,11.45
42.4,1.4,4.4,13061,11.55
62.4,1.6,2,13061,12.15
32.8,2.4,6.4,13061,12.2
101.2,2.8,3.2,13061,12.25
124,5.8,8.6,13061,13.05
122.2,3.6,6,13061,13.1
103.6,2.8,3.2,13061,13.2
84.8,2.8,5.2,13061,13.35
65.4,3.4,10.4,13061,13.5
101,3.8,7,13061,13.55
64.6,2.2,3.2,13061,14.15
88,4,7.6,13061,14.35
31.6,1.6,2.4,13061,14.45
19.8,0.4,0.8,13061,16.25
4.4,0.2,3.2,13061,16.3
20.6,1,1.4,13061,16.35
32,1,1.8,13061,16.4
33.8,1,2.8,13061,16.45
10,0.6,2.4,13061,16.5
12,1,2.6,13061,17
75.2,2.8,6,13061,17.05
62.4,2.2,3.6,13061,17.15
54.4,1.8,4.6,13061,17.2
76.8,3.2,6.4,13061,17.25
42.8,1.2,2.4,13061,17.3
21.8,1.4,4.2,13061,17.4
74.8,2.2,3,13061,17.45
56,2.6,3.2,13061,17.5
67,4.2,9.4,13061,17.55
8.4,0.6,4.2,13061,18.15
18,0.4,1.4,13061,18.2
3,0.6,2.4,13061,18.25
8,0,0.2,13061,19
35.8,1,2.4,13061,19.1
90.4,3.2,5.4,13061,19.15
86,3.4,6.6,13061,19.2
53.4,0.8,1.8,13061,19.25
43.4,2,4,13061,19.3
45.4,2,4.2,13061,19.45
109.2,3.2,4,13061,20.35
90.4,4.8,7.2,13061,20.4
73.4,5.4,8.2,13061,20.45
86,2.8,3.8,13061,20.5
73.4,2.2,4.2,13061,20.55
111.4,3,3.8,13061,21
80.2,1.4,1.6,13061,21.05
97.4,1.2,1.6,13061,21.1
84.2,1.2,1.4,13061,21.15
71.2,1.2,1.2,13061,21.2
47.2,1.4,3,13061,21.25
65.2,2.6,4,13061,21.3
75.8,3.4,7.2,13061,21.4
