AWC,CTC,CVC,SUBJECT,Time
27.0422535211268,0.845070422535211,5.91549295774648,911401,7.55
2.2,0.2,2,911401,8
12.4,0.8,2.4,911401,8.1
11.6,0.4,0.4,911401,8.15
2,0,0.6,911401,8.2
10,0,0.4,911401,8.25
11.8,0.4,2.2,911401,8.4
1,0,2.2,911401,8.45
4.4,0,1,911401,8.5
8,0.4,1.4,911401,9.05
1,0.2,2.8,911401,9.15
9.6,0.4,1,911401,9.25
3.2,0.2,0.8,911401,9.3
6.4,0.6,1.6,911401,9.35
31.2,1.6,4.2,911401,9.4
22.6,0.6,2.2,911401,9.45
20,0,1,911401,9.5
62.4,3,5.8,911401,9.55
28,1.6,3.2,911401,10
80,3.6,6.2,911401,10.1
8,0.6,1.8,911401,10.15
27,0.4,2.2,911401,10.5
25,1,1.8,911401,11
14.4,0,0.4,911401,11.25
23,0,0,911401,11.35
1.6,0,0,911401,11.5
6,0,0,911401,12
1.4,0,0,911401,12.05
2.8,0,0.4,911401,12.1
7.2,0.6,3,911401,13.15
22,1.2,2.4,911401,13.25
23,1,1.6,911401,13.35
9.2,0.6,1.6,911401,13.45
17.0242214532872,1.24567474048443,5.39792387543253,911401,14.1
