AWC,CTC,CVC,SUBJECT,Time
21.5384615384615,0,0,911429,8.4
32.4,0,0,911429,8.5
29.2,0,0.2,911429,9
34.8,0,0,911429,9.05
33.8,0,0.2,911429,9.15
39.6,1.2,3.2,911429,9.2
5.4,0.2,4.2,911429,9.25
7.6,0.8,5.4,911429,9.3
33.8,1,6.8,911429,9.35
49.4,2.4,8.6,911429,9.4
48.6,2,9.6,911429,9.45
33.8,2.2,8,911429,9.5
15.4,1.2,9,911429,9.55
26.8,1,5.4,911429,10
68.2,1.8,3.8,911429,10.05
30,0.4,4.8,911429,10.1
24,0.8,3.2,911429,10.15
22.2,0.6,6,911429,10.2
32.8,2,3.2,911429,10.25
45.6,1,3.8,911429,10.3
19.4,0.4,7,911429,10.35
26.4,1.8,4.6,911429,10.4
42.2,1.2,4,911429,10.45
0,0,0.2,911429,11
5.6,0,0,911429,11.1
4.6,0.2,0.8,911429,11.15
0.8,0,2.8,911429,11.25
0,0,1,911429,11.3
2.8,0,2.8,911429,11.35
4.4,0.2,0.4,911429,11.5
7.4,0,0,911429,11.55
2.4,0,0,911429,12
0,0,0,911429,12.15
1.2,0,0,911429,12.25
0.2,0,0,911429,12.4
12.6,0,0,911429,12.45
39.8,0,0,911429,12.55
30.8,0,0,911429,13
28.4,0,0,911429,13.05
35.2,0,0,911429,13.1
35,2,7.4,911429,13.15
67,2.8,8.6,911429,13.2
60.4,1.6,5.8,911429,13.25
25.6,1.8,6,911429,13.45
53.8,1,3.2,911429,13.5
41.4,1.6,7.2,911429,13.55
27.4,2,4.8,911429,14
30,1.2,5,911429,14.1
26.2,2.8,10.6,911429,14.15
27.8,0.4,2.4,911429,14.2
49.2,2.6,6.8,911429,14.25
29,1.6,5.2,911429,14.3
18.2,1.2,5.6,911429,14.35
19.2,1.6,6.8,911429,14.4
17.6,1,3,911429,14.45
16.4,0.8,3.2,911429,14.5
18.2,0.4,2,911429,14.55
16,1,7.2,911429,15
31.4,1.2,2.4,911429,15.05
2.4,0.2,3,911429,16.25
11.6,1.4,4.2,911429,16.3
6.6,1.2,7.6,911429,16.35
8.4,1,3.2,911429,16.4
22.2,2.8,11.2,911429,16.45
48.2,1.8,5.4,911429,16.5
5.6,0.2,4.2,911429,16.55
13.2,0.6,2.8,911429,17
18.6,1.2,5.2,911429,17.05
17.2,0.6,4.2,911429,17.1
25.2,1.2,2.4,911429,17.15
11.6,0,1.6,911429,17.2
27,2,4.2,911429,17.25
50.2,2.8,6,911429,17.3
123,2.4,4,911429,17.35
45.8,0.4,1.4,911429,17.4
20,1,6,911429,17.45
14.8,0.4,2.8,911429,17.5
31.2,0.8,2.2,911429,18
33,1.6,4.2,911429,18.05
25,1,3,911429,18.15
22.4,0.8,3.8,911429,18.2
18,0.6,2.4,911429,18.25
15.6,0.4,3.4,911429,18.3
12.2,0.2,2,911429,18.35
33.6,0.4,0.4,911429,18.4
22.8,0.2,0.2,911429,18.45
27,0,0.2,911429,18.55
15.4,1,6.4,911429,19.05
40.6,2.2,5.4,911429,19.1
25.2,0.2,2.6,911429,19.15
73.6,1.8,3,911429,19.2
29.4,1.4,5.4,911429,19.25
12.6,1,3.4,911429,19.3
9.2,0.6,4,911429,19.35
35.8,1.8,3.4,911429,19.4
69.6,0,0.6,911429,19.45
51.8,0.6,1.4,911429,19.5
48.6,1.8,3.2,911429,19.55
