AWC,CTC,CVC,SUBJECT,Time
3.8,0.2,0.6,13503,6.55
44.6,1.8,3.4,13503,7.2
37.6,0.2,0.2,13503,7.25
54.4,3.8,6,13503,7.3
59.8,1.8,3,13503,7.35
51,2.6,3.8,13503,7.4
17.6,2.6,7,13503,7.45
36.8,2.2,4.6,13503,7.5
27.4,2.4,5.8,13503,7.55
8.8,0,0.6,13503,8
26.8,2,6,13503,8.05
19.2,0.8,2.4,13503,8.1
1.4,0.2,8,13503,8.15
22.8,0.4,6.4,13503,8.2
42.6,2.4,4.6,13503,8.25
58.8,2.2,2.6,13503,8.3
3.6,0.2,0.4,13503,8.35
0.8,0,0,13503,8.4
10.8,0,0.2,13503,9.25
1.4,0,0,13503,9.3
10.6,0.4,0.6,13503,9.35
25.4,0.6,2.4,13503,9.4
10.2,0.6,2,13503,9.45
40.6,2.2,5.4,13503,9.5
47,2.6,4.8,13503,9.55
35.8,1.8,3.4,13503,10
24.6,1.6,3.8,13503,10.05
12.4,1,1.2,13503,10.15
51,2.6,4,13503,10.2
35.6,1.2,3.6,13503,10.5
85,3,7.6,13503,10.55
32,0.4,1.2,13503,11
26.4,1,2.8,13503,11.1
23.8,0.8,3.2,13503,11.25
14,1.4,4.8,13503,11.3
27.2,0.6,1.2,13503,11.5
65.4,3.6,5.2,13503,12.05
7.8,0,0,13503,12.1
35.8,2.4,4,13503,12.2
37,2.8,7.6,13503,12.25
13,0.8,4.6,13503,12.3
18.6,1.2,5.4,13503,12.35
17.8,1.6,5.4,13503,12.4
19.8,1.4,2.6,13503,12.45
20,1,2,13503,12.5
41.4,2.2,3.8,13503,12.55
13,1,3.6,13503,13
30.4,2.2,5.2,13503,13.05
43.2,0.4,1.6,13503,13.1
21.2,1.8,7.4,13503,13.15
5.2,0.6,1.2,13503,13.2
8.4,0.8,2,13503,13.25
27.2,1.8,7.4,13503,13.3
41.4,3,3.4,13503,13.35
6.2,0.6,2,13503,13.4
50.2,1.8,2.6,13503,17
47.2,2,4.6,13503,17.05
35.6,1.6,2.8,13503,17.2
13.6,0.8,2.4,13503,17.25
9.6,0.4,0.4,13503,17.5
0.4,0,0.2,13503,17.55
53.8,2.8,3.8,13503,18
32.6,2,4,13503,18.05
41,2,3.2,13503,18.1
57.6,2.6,3,13503,18.15
43.6,2.4,4.2,13503,18.2
32,1.8,3.8,13503,18.25
66.2,2.4,2.8,13503,18.3
24,1.4,3.6,13503,18.35
45.2,2,3.2,13503,18.4
34.4,1.2,2.8,13503,18.45
27,1,1.6,13503,18.5
55.4,2.8,4.6,13503,18.55
56.2,1.2,1.8,13503,19
81.4,1.2,1.2,13503,19.1
57,3.8,5.6,13503,19.15
42.8,0,0,13503,20.05
