AWC,CTC,CVC,SUBJECT,Time
39,2,8,12409,9
40,2.8,7.2,12409,11.45
33.6,2.2,6,12409,14.5
35,2.8,6.6,12409,20.2
50,3.2,6.2,12409,20.25
