AWC,CTC,CVC,SUBJECT,Time
53.6,5,11.6,12828,6.4
65.6,5.2,10.6,12828,6.45
50.4,3.8,11.2,12828,6.55
70,6.2,12.4,12828,8.3
108.6,5.8,10.6,12828,8.35
53.8,5.8,13.8,12828,8.45
47.4,3.4,11.4,12828,8.55
49,4,11.8,12828,9.1
47.8,3.8,10.6,12828,16.05
