AWC,CTC,CVC,SUBJECT,Time
49.6,2,5.4,11327,10.35
47,3,7.2,11327,10.45
46.8,3,7,11327,10.5
52.8,2.6,7.6,11327,11.45
42,3.8,8.6,11327,12.5
57.4,3.8,5.4,11327,15.25
40.8,2.6,5.4,11327,16.25
62.4,3.4,7.2,11327,16.3
54.4,2.8,5.6,11327,19.15
76.8,3,5.2,11327,19.2
61.6,1.6,3.8,11327,19.3
64,3.2,9.6,11327,19.35
40.2,2.2,5,11327,21.25
79,3.6,5.2,11327,21.3
