AWC,CTC,CVC,SUBJECT,Time
55.8,2.4,5.8,12417,9.2
37.4,1.4,4,12417,9.35
19.2,0.6,4.2,12417,10.2
34.8,1.2,4.2,12417,10.4
38.8,1.2,3.8,12417,10.5
60.6,2.8,6,12417,15.55
