AWC,CTC,CVC,SUBJECT,Time
42.4,2.4,6,187,12.35
56.4,2.2,5.6,187,12.4
48.2,2.8,4.8,187,15.25
103.6,3.2,4.4,187,15.5
44,4,7,187,16.15
41,4.8,10.4,187,16.4
41.4,2.2,4.8,187,16.45
43.6,5.8,13.2,187,13.25
70.4,2.8,6.8,187,16.55
80.4,3.6,5.6,187,17.5
56,2.2,4.8,187,18.5
51.2,2.4,5.2,187,19
56.4444444444444,2.66666666666667,11.5555555555556,187,19.45
58.8,2,5,187,19.55
41.4,1.8,4.4,187,20.1
