AWC,CTC,CVC,SUBJECT,Time
33,4,11,338,11.05
42.8,4.4,14.4,338,11.1
34.8,5,16.2,338,11.15
34,3,10.4,338,11.2
74.2,5.4,12.4,338,11.3
63,5,14.2,338,11.35
54.8,3.2,9.8,338,11.45
60.4,3.8,8.8,338,13.35
43,3.8,13.2,338,14.1
35.2,2.6,14.6,338,14.55
43.6,3.8,10.6,338,16.5
78.2,5.6,15.2,338,17.25
42.8,2.8,15,338,17.3
41.2,5.2,19.8,338,9.5
