AWC,CTC,CVC,SUBJECT,Time
21.8,2.4,6.4,309,9.5
40.8,3.4,11.6,309,9.55
16.8,1.8,8.4,309,11.15
30.8,1.8,6.8,309,11.2
22.2,1.8,10.2,309,11.25
22.4,2.4,6.4,309,11.35
24.8,1.8,5.4,309,13.1
21.4,1.8,6.6,309,14.05
22.8,1.6,7.8,309,14.3
33.4,3.4,14.8,309,15.55
