AWC,CTC,CVC,SUBJECT,Time
35.2,2,4.4,230,8.55
45.4,2.2,3.6,230,9.45
37.2,1.4,4.2,230,13.05
41.2,2.4,6.4,230,13.2
27.6,2,5.8,230,17.35
34.6,1,3,230,18.5
