AWC,CTC,CVC,SUBJECT,Time
25.6,1.2,2.2,282,9.5
16.8,0.6,1.6,282,10
17.8,0.6,1.4,282,10.05
30.2,1.6,4.6,282,10.2
19.8,1,6.6,282,16.1
16.6,0.6,3,282,20.15
30.1016949152542,0.813559322033898,1.83050847457627,282,20.55
