AWC,CTC,CVC,SUBJECT,Time
20.5594405594406,1.25874125874126,3.35664335664336,334,14.3
18.8,1.4,3,334,14.35
45,2.8,5.8,334,15.45
48.8,1.6,3.6,334,16
23,1,3,334,16.5
19.6,1.6,3.6,334,19.35
73.8,3,7.6,334,20
40.2,1.8,6.2,334,20.05
28.6,2,4.6,334,23.5
19.2,1.4,4.4,334,0.35
