AWC,CTC,CVC,SUBJECT,Time
52.2,5.6,12.2,300,8.05
31.8,2.8,11.8,300,8.1
35.2,2.6,5.6,300,8.35
88.6,5,10,300,8.4
30.2,2.4,6.8,300,8.5
38.8,2.4,8.2,300,14.45
71.6,3.6,8,300,16.4
26.8,1.8,9.2,300,16.55
45.6,2.2,10.2,300,17
56.2,3.2,12.2,300,17.05
65.6,4.8,15.6,300,17.1
55.2,3.2,7.4,300,19.1
